"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"902","Dak Prescott","DAL","QB","1","2025","1","17","WAS","4","24","24.0","6.00","0","0","3","","0","","0.0","","100.0","","1","0.25","3","0.75","12.5","1.00","0","","0","0","","","0","","0","0","","","22.7","22.7","1.4","1.4"
"903","Tyler Allgeier","ATL","RB","1","2025","1","1","TB","10","24","24.0","2.40","0","0","1","","0","","20.0","","50.0","50.0","0","","19","1.90","79.2","0.50","6","60.0","20","0","3.33","66.7","4","40.0","4","0","1.00","25.0","2.4","2.4","7.1","7.1"
"904","Justin Herbert","LAC","QB","1","2025","1","4","NYG","1","24","24.0","24.00","0","0","1","100.0","24","100.0","0.0","","100.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","14.5","14.5","0.6","0.6"
"905","Kyle Monangai","CHI","RB","1","2025","1","8","BLT","7","24","24.0","3.43","0","0","1","14.3","15","62.5","20.0","","14.3","71.4","1","0.14","9","1.29","37.5","2.14","3","42.9","4","0","1.33","","4","57.1","20","0","5.00","25.0","2.4","2.4","5.1","5.1"
"906","Brian Robinson","SF","RB","1","2025","1","11","ARZ","8","24","24.0","3.00","0","0","1","","0","","0.0","","37.5","37.5","1","0.13","12","1.50","50.0","1.50","6","75.0","16","0","2.67","33.3","2","25.0","8","0","4.00","50.0","2.4","2.4","5.7","5.7"
"907","Shedeur Sanders","CLV","QB","1","2025","1","15","CHI","2","24","24.0","12.00","0","0","1","50.0","15","62.5","0.0","","50.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","6.5","6.5","1.3","1.3"
"908","Ray Davis","BUF","RB","1","2025","1","2","NYJ","9","24","24.0","2.67","0","0","2","","0","","0.0","","44.4","44.4","0","","15","1.67","62.5","1.00","4","44.4","9","0","2.25","50.0","5","55.6","15","0","3.00","40.0","2.4","2.4","4.8","4.8"
"909","Trevor Lawrence","JAX","QB","1","2025","1","9","LV","9","24","24.0","2.67","2","0","4","","0","","22.2","22.2","44.4","33.3","0","","8","0.89","33.3","1.22","0","","0","0","","","1","11.1","7","1","7.00","100.0","22.2","22.2","12.7","12.7"
"910","Zach Charbonnet","SEA","RB","1","2025","1","6","JAX","12","24","24.0","2.00","0","0","0","","0","","50.0","","25.0","66.7","3","0.25","21","1.75","87.5","0.25","7","58.3","5","0","0.71","14.3","5","41.7","19","0","3.80","40.0","4.7","4.7","10.2","10.2"
"911","Woody Marks","HST","RB","1","2025","1","5","BLT","7","24","24.0","3.43","0","0","1","","0","","33.3","","28.6","71.4","0","","18","2.57","75.0","0.86","6","85.7","21","0","3.50","33.3","1","14.3","3","0","3.00","","2.4","2.4","6.6","6.6"
"912","Bijan Robinson","ATL","RB","1","2025","1","1","TB","12","24","24.0","2.00","0","0","0","","0","","40.0","","33.3","50.0","2","0.17","23","1.92","95.8","0.08","8","66.7","18","0","2.25","37.5","4","33.3","6","0","1.50","25.0","24.4","24.4","22.8","22.8"
"913","Bo Nix","DEN","QB","1","2025","1","6","NYJ","5","24","24.0","4.80","0","0","1","","0","","0.0","","40.0","","1","0.20","2","0.40","8.3","0.40","1","20.0","6","0","6.00","100.0","0","","0","0","","","13.4","13.4","1.9","1.9"
"914","Ty Chandler","MIN","RB","1","2025","1","17","DET","7","24","24.0","3.43","0","0","1","","0","","0.0","","28.6","57.1","0","","10","1.43","41.7","2.00","6","85.7","21","0","3.50","33.3","1","14.3","3","0","3.00","","2.4","2.4","3.9","3.9"
"915","Tyrone Tracy","NYG","RB","1","2025","1","1","WAS","10","24","24.0","2.40","0","0","1","","0","","0.0","","50.0","60.0","1","0.10","26","2.60","108.3","-0.20","4","40.0","13","0","3.25","50.0","6","60.0","11","0","1.83","50.0","5.5","5.5","9.1","9.1"
"916","Ty Johnson","BUF","RB","1","2025","1","1","BLT","2","24","24.0","12.00","0","0","1","50.0","17","70.8","0.0","","100.0","","0","","9","4.50","37.5","7.50","1","50.0","7","0","7.00","100.0","0","","0","0","","","2.4","2.4","4.3","4.3"
"917","TreVeyon Henderson","NE","RB","1","2025","1","5","BUF","6","24","24.0","4.00","0","0","1","","0","","0.0","","33.3","66.7","1","0.17","23","3.83","95.8","0.17","2","33.3","4","0","2.00","50.0","3","50.0","7","0","2.33","","4.7","4.7","7.7","7.7"
"918","Blake Corum","LA","RB","1","2025","1","12","TB","7","24","24.0","3.43","0","0","2","","0","","0.0","","42.9","42.9","2","0.29","5","0.71","20.8","2.71","5","71.4","20","0","4.00","40.0","2","28.6","4","0","2.00","50.0","2.4","2.4","3.6","3.6"
"919","Jaleel McLaughlin","DEN","RB","1","2025","1","13","WAS","6","24","24.0","4.00","0","0","1","","0","","0.0","","16.7","66.7","1","0.17","8","1.33","33.3","2.67","3","50.0","7","0","2.33","","3","50.0","17","0","5.67","33.3","4.0","4.0","4.3","4.3"
"920","Kenneth Gainwell","PIT","RB","1","2025","1","11","CIN","9","24","24.0","2.67","0","0","2","","0","","0.0","","33.3","77.8","2","0.22","23","2.56","95.8","0.11","8","88.9","24","0","3.00","37.5","1","11.1","0","0","","","29.5","29.5","21.6","21.6"
"921","Bryce Young","CAR","QB","1","2025","1","13","LA","5","23","23.0","4.60","0","0","1","20.0","24","104.3","0.0","","20.0","","0","","1","0.20","4.3","-0.80","0","","0","0","","","0","","0","0","","","22.5","22.5","0.8","0.8"
"922","Russell Wilson","NYG","QB","1","2025","1","2","DAL","3","23","23.0","7.67","0","0","1","33.3","15","65.2","0.0","","66.7","33.3","0","","2","0.67","8.7","2.33","0","","0","0","","","2","66.7","8","0","4.00","50.0","31.3","31.3","1.8","1.8"
"923","Rachaad White","TB","RB","1","2025","1","18","CAR","7","23","23.0","3.29","0","0","0","","0","","0.0","","14.3","57.1","2","0.29","14","2.00","60.9","1.29","5","71.4","15","0","3.00","","2","28.6","8","0","4.00","50.0","6.1","6.1","6.7","6.7"
"924","Malik Davis","DAL","RB","1","2025","1","16","LAC","8","23","23.0","2.88","0","0","2","","0","","0.0","","37.5","62.5","0","","9","1.13","39.1","1.75","5","62.5","10","0","2.00","20.0","3","37.5","13","0","4.33","66.7","2.3","2.3","3.3","3.3"
"925","Dylan Sampson","CLV","RB","1","2025","1","13","SF","4","23","23.0","5.75","0","0","1","","0","","0.0","","75.0","25.0","3","0.75","13","3.25","56.5","2.50","3","75.0","14","0","4.67","66.7","1","25.0","9","0","9.00","100.0","2.3","2.3","1.9","1.9"
"926","Sam Darnold","SEA","QB","1","2025","1","14","ATL","3","23","23.0","7.67","0","0","2","","0","","0.0","","100.0","","0","","5","1.67","21.7","1.00","0","","0","0","","","0","","0","0","","","23.3","23.3","1.4","1.4"
"927","Aaron Jones","MIN","RB","1","2025","1","1","CHI","8","23","23.0","2.88","0","0","1","","0","","0.0","","37.5","62.5","1","0.13","21","2.63","91.3","0.25","4","50.0","11","0","2.75","25.0","3","37.5","11","0","3.67","66.7","15.7","15.7","11.0","11.0"
"928","Dylan Sampson","CLV","RB","1","2025","1","12","LV","7","23","23.0","3.29","0","0","1","14.3","26","113.0","0.0","","14.3","71.4","0","","14","2.00","60.9","1.29","4","57.1","26","0","6.50","25.0","3","42.9","-3","0","-1.00","","16.2","16.2","6.9","6.9"
"929","Mac Jones","SF","QB","1","2025","1","8","HST","2","23","23.0","11.50","0","0","1","","0","","0.0","","100.0","","0","","1","0.50","4.3","0.00","0","","0","0","","","0","","0","0","","","19.0","19.0","2.0","2.0"
"930","Ty Chandler","MIN","RB","1","2025","1","18","GB","10","23","23.0","2.30","0","0","0","","0","","50.0","","30.0","70.0","1","0.10","14","1.40","60.9","0.90","7","70.0","23","0","3.29","42.9","3","30.0","0","0","","","6.4","6.4","13.4","13.4"
"931","Aaron Jones","MIN","RB","1","2025","1","2","ATL","5","23","23.0","4.60","0","0","0","","0","","0.0","","60.0","40.0","0","","9","1.80","39.1","2.80","3","60.0","8","0","2.67","33.3","2","40.0","15","0","7.50","100.0","2.3","2.3","3.7","3.7"
"932","Derrick Henry","BLT","RB","1","2025","1","2","CLV","11","23","23.0","2.09","0","1","1","","0","","50.0","","27.3","72.7","1","0.09","28","2.55","121.7","-0.45","5","45.5","12","0","2.40","20.0","6","54.5","11","0","1.83","33.3","2.3","2.3","5.9","5.9"
"933","Blake Corum","LA","RB","1","2025","1","6","BLT","5","23","23.0","4.60","0","0","1","","0","","0.0","","40.0","60.0","2","0.40","8","1.60","34.8","3.00","4","80.0","21","0","5.25","50.0","1","20.0","2","0","2.00","","2.3","2.3","2.3","2.3"
"934","Tyler Allgeier","ATL","RB","1","2025","1","17","LA","10","23","23.0","2.30","0","0","1","","0","","0.0","","30.0","70.0","0","","12","1.20","52.2","1.10","5","50.0","9","0","1.80","20.0","5","50.0","14","0","2.80","40.0","2.3","2.3","4.9","4.9"
"935","Kareem Hunt","KC","RB","1","2025","1","6","DET","6","23","23.0","3.83","0","0","2","","0","","0.0","","33.3","50.0","2","0.33","15","2.50","65.2","1.33","4","66.7","11","0","2.75","","1","16.7","10","0","10.00","100.0","4.4","4.4","3.7","3.7"
"936","Kyle Monangai","CHI","RB","1","2025","1","11","MIN","12","23","23.0","1.92","1","0","5","","0","","100.0","8.3","58.3","41.7","0","","18","1.50","78.3","0.42","11","91.7","22","0","2.00","54.5","1","8.3","1","1","1.00","100.0","10.7","10.7","10.5","10.5"
"937","Breece Hall","NYJ","RB","1","2025","1","15","JAX","12","23","23.0","1.92","0","0","1","","0","","0.0","","33.3","66.7","2","0.17","16","1.33","69.6","0.58","6","50.0","17","0","2.83","16.7","6","50.0","6","0","1.00","50.0","5.7","5.7","8.8","8.8"
"938","Bhayshul Tuten","JAX","RB","1","2025","1","18","TEN","5","23","23.0","4.60","1","0","2","","0","","50.0","20.0","60.0","40.0","0","","11","2.20","47.8","2.40","2","40.0","6","1","3.00","50.0","3","60.0","17","0","5.67","66.7","8.3","8.3","3.3","3.3"
"939","Chase Brown","CIN","RB","1","2025","1","14","BUF","12","23","23.0","1.92","1","0","1","","0","","100.0","8.3","25.0","66.7","0","","20","1.67","87.0","0.25","4","33.3","8","0","2.00","25.0","8","66.7","15","1","1.88","25.0","18.5","18.5","16.6","16.6"
"940","Clayton Tune","GB","QB","1","2025","1","18","MIN","4","23","23.0","5.75","0","0","2","25.0","16","69.6","0.0","","50.0","33.3","1","0.25","0","","","1.50","1","25.0","7","0","7.00","100.0","0","","0","0","","","3.7","3.7","1.2","1.2"
"941","Christian McCaffrey","SF","RB","1","2025","1","18","SEA","8","23","23.0","2.88","0","0","0","","0","","0.0","","25.0","75.0","0","","10","1.25","43.5","1.63","5","62.5","16","0","3.20","20.0","3","37.5","7","0","2.33","33.3","11.7","11.7","15.1","15.1"
"942","Jaylen Wright","MIA","RB","1","2025","1","18","NE","13","23","23.0","1.77","0","2","2","","0","","66.7","","53.8","53.8","4","0.31","23","1.77","100.0","0.00","9","69.2","18","0","2.00","55.6","4","30.8","5","0","1.25","50.0","5.0","5.0","13.6","13.6"
"943","James Conner","ARZ","RB","1","2025","1","3","SF","9","22","22.0","2.44","0","1","3","","0","","0.0","","55.6","44.4","2","0.22","14","1.56","63.6","0.89","2","22.2","8","0","4.00","50.0","6","66.7","13","0","2.17","50.0","6.7","6.7","11.2","11.2"
"944","Cam Ward","TEN","QB","1","2025","1","4","HST","2","22","22.0","11.00","0","0","1","","0","","0.0","","50.0","","0","","11","5.50","50.0","0.00","0","","0","0","","","0","","0","0","","","5.5","5.5","0.8","0.8"
"945","Jacoby Brissett","ARZ","QB","1","2025","1","14","LA","4","22","22.0","5.50","0","0","1","","0","","0.0","","75.0","","0","","2","0.50","9.1","1.25","0","","0","0","","","0","","0","0","","","20.0","20.0","1.9","1.9"
"946","Trevor Etienne","CAR","RB","1","2025","1","5","MIA","4","22","22.0","5.50","0","0","1","","0","","0.0","","50.0","50.0","2","0.50","22","5.50","100.0","0.00","2","50.0","17","0","8.50","100.0","2","50.0","5","0","2.50","","3.9","3.9","3.4","3.4"
"947","Jaleel McLaughlin","DEN","RB","1","2025","1","14","LV","4","22","22.0","5.50","0","0","1","","0","","0.0","","50.0","25.0","1","0.25","10","2.50","45.5","3.00","3","75.0","11","0","3.67","33.3","1","25.0","11","0","11.00","100.0","4.1","4.1","4.3","4.3"
"948","Saquon Barkley","PHI","RB","1","2025","1","12","DAL","10","22","22.0","2.20","0","0","1","","0","","0.0","","20.0","80.0","2","0.20","16","1.60","72.7","0.60","5","50.0","12","0","2.40","20.0","5","50.0","10","0","2.00","20.0","13.4","13.4","17.9","17.9"
"949","Brian Robinson","SF","RB","1","2025","1","3","ARZ","2","22","22.0","11.00","0","0","1","50.0","19","86.4","0.0","","100.0","50.0","1","0.50","10","5.00","45.5","6.00","0","","0","0","","","2","100.0","22","0","11.00","100.0","2.2","2.2","1.5","1.5"
"950","Quinshon Judkins","CLV","RB","1","2025","1","16","BUF","8","22","22.0","2.75","0","0","2","","0","","25.0","","50.0","50.0","0","","18","2.25","81.8","0.50","4","50.0","12","0","3.00","75.0","4","50.0","10","0","2.50","25.0","10.1","10.1","14.9","14.9"
"951","Brian Robinson","SF","RB","1","2025","1","17","CHI","4","22","22.0","5.50","0","0","1","25.0","15","68.2","0.0","","50.0","25.0","0","","8","2.00","36.4","3.50","4","100.0","22","0","5.50","50.0","0","","0","0","","","3.8","3.8","4.1","4.1"
"952","Isaiah Davis","NYJ","RB","1","2025","1","14","MIA","2","22","22.0","11.00","0","0","2","50.0","19","86.4","0.0","","100.0","","0","","1","0.50","4.5","10.50","1","50.0","3","0","3.00","100.0","0","","0","0","","","2.2","2.2","1.0","1.0"
"953","Bhayshul Tuten","JAX","RB","1","2025","1","7","LA","5","22","22.0","4.40","0","0","0","","0","","0.0","","60.0","40.0","0","","11","2.20","50.0","2.20","3","60.0","18","0","6.00","66.7","2","40.0","4","0","2.00","50.0","2.2","2.2","2.8","2.8"
"954","C.J. Stroud","HST","QB","1","2025","1","3","JAX","4","22","22.0","5.50","0","0","1","","0","","0.0","","50.0","","1","0.25","4","1.00","18.2","-0.25","0","","0","0","","","0","","0","0","","","12.4","12.4","1.4","1.4"
"955","Tyjae Spears","TEN","RB","1","2025","1","7","NE","5","22","22.0","4.40","0","0","1","","0","","0.0","","40.0","60.0","1","0.20","13","2.60","59.1","1.80","3","60.0","18","0","6.00","66.7","2","40.0","4","0","2.00","","7.0","7.0","8.8","8.8"
"956","Jeremy McNichols","WAS","RB","1","2025","1","7","DAL","2","22","22.0","11.00","0","0","1","50.0","19","86.4","0.0","","50.0","","1","0.50","19","9.50","86.4","1.50","2","100.0","22","0","11.00","50.0","0","","0","0","","","6.5","6.5","5.2","5.2"
"957","Tony Pollard","TEN","RB","1","2025","1","11","HST","10","22","22.0","2.20","0","0","0","","0","","0.0","","30.0","70.0","0","","17","1.70","77.3","0.50","6","60.0","18","0","3.00","33.3","4","40.0","4","0","1.00","25.0","5.6","5.6","9.7","9.7"
"958","Kenneth Gainwell","PIT","RB","1","2025","1","6","CLV","6","22","22.0","3.67","0","0","2","","0","","0.0","","50.0","50.0","1","0.17","13","2.17","59.1","1.50","1","16.7","4","0","4.00","100.0","4","66.7","19","0","4.75","50.0","9.6","9.6","11.8","11.8"
"959","Marcus Mariota","WAS","QB","1","2025","1","10","DET","5","22","22.0","4.40","0","0","1","","0","","0.0","","40.0","50.0","1","0.20","4","0.80","18.2","0.20","0","","0","0","","","2","40.0","5","0","2.50","","18.7","18.7","3.8","3.8"
"960","Raheem Mostert","LV","RB","1","2025","1","5","IND","7","22","22.0","3.14","0","0","1","","0","","0.0","","57.1","28.6","0","","16","2.29","72.7","0.86","6","85.7","18","0","3.00","50.0","1","14.3","4","0","4.00","100.0","2.2","2.2","3.3","3.3"
"961","Drake Maye","NE","QB","1","2025","1","17","NYJ","3","22","22.0","7.33","0","0","2","","0","","0.0","","100.0","","0","","6","2.00","27.3","0.00","0","","0","0","","","0","","0","0","","","32.4","32.4","1.8","1.8"
"962","Kaleb Johnson","PIT","RB","1","2025","1","4","MIN","6","22","22.0","3.67","0","0","1","","0","","0.0","","33.3","50.0","0","","10","1.67","45.5","2.00","4","66.7","18","0","4.50","50.0","2","33.3","4","0","2.00","","2.2","2.2","4.4","4.4"
"963","Bo Nix","DEN","QB","1","2025","1","5","PHI","3","22","22.0","7.33","0","0","1","","0","","0.0","","100.0","","2","0.67","1","0.33","4.5","0.33","0","","0","0","","","0","","0","0","","","17.9","17.9","1.2","1.2"
"964","Adam Prentice","DEN","FB","1","2025","1","14","LV","2","22","22.0","11.00","0","0","2","50.0","18","81.8","0.0","","100.0","","0","","6","3.00","27.3","8.00","0","","0","0","","","1","50.0","4","0","4.00","100.0","5.3","5.3","4.9","4.9"
"965","Justin Fields","NYJ","QB","1","2025","1","7","CAR","4","22","22.0","5.50","0","0","1","","0","","0.0","","50.0","","3","0.75","5","1.25","22.7","3.00","1","25.0","4","0","4.00","","2","50.0","11","0","5.50","50.0","4.0","4.0","1.6","1.6"
"966","Devin Neal","NO","RB","1","2025","1","10","CAR","4","22","22.0","5.50","0","0","1","","0","","0.0","","50.0","50.0","0","","6","1.50","27.3","4.00","2","50.0","20","0","10.00","100.0","2","50.0","2","0","1.00","","6.1","6.1","6.6","6.6"
"967","Jalen Hurts","PHI","QB","1","2025","1","8","NYG","4","22","22.0","5.50","0","0","2","","0","","0.0","","75.0","","0","","3","0.75","13.6","0.50","0","","0","0","","","0","","0","0","","","25.4","25.4","2.4","2.4"
"968","DJ Giddens","IND","RB","1","2025","1","5","LV","5","22","22.0","4.40","0","0","1","","0","","0.0","","40.0","60.0","0","","16","3.20","72.7","1.20","2","40.0","17","0","8.50","100.0","3","60.0","5","0","1.67","","2.2","2.2","3.6","3.6"
"969","Jordan Love","GB","QB","1","2025","1","7","ARZ","4","22","22.0","5.50","0","1","1","","0","","0.0","","50.0","","0","","0","","","-0.25","0","","0","0","","","0","","0","0","","","13.4","13.4","1.5","1.5"
"970","Tyler Shough","NO","QB","1","2025","1","12","ATL","7","22","22.0","3.14","0","1","2","","0","","75.0","","42.9","57.1","0","","6","0.86","27.3","1.00","2","28.6","6","0","3.00","50.0","2","28.6","0","0","","","9.9","9.9","9.5","9.5"
"971","Isiah Pacheco","KC","RB","1","2025","1","2","PHI","10","22","22.0","2.20","0","0","1","","0","","0.0","","40.0","60.0","0","","20","2.00","90.9","0.20","3","30.0","10","0","3.33","66.7","7","70.0","12","0","1.71","28.6","3.9","3.9","7.6","7.6"
"972","Drake Maye","NE","QB","1","2025","1","12","CIN","5","22","22.0","4.40","0","0","2","","0","","20.0","","40.0","25.0","1","0.20","11","2.20","50.0","-0.20","0","","0","0","","","0","","0","0","","","17.0","17.0","4.7","4.7"
"973","Raheim Sanders","CLV","RB","1","2025","1","17","PIT","8","21","21.0","2.63","0","0","0","","0","","0.0","","37.5","50.0","0","","16","2.00","76.2","0.63","5","62.5","17","0","3.40","40.0","3","37.5","4","0","1.33","33.3","4.1","4.1","7.2","7.2"
"974","Caleb Williams","CHI","QB","1","2025","1","12","PIT","4","21","21.0","5.25","0","0","1","","0","","0.0","","75.0","","0","","1","0.25","4.8","1.50","0","","0","0","","","0","","0","0","","","22.7","22.7","1.4","1.4"
"975","Malik Davis","DAL","RB","1","2025","1","15","MIN","8","21","21.0","2.63","1","0","3","","0","","25.0","12.5","62.5","37.5","0","","11","1.38","52.4","1.25","5","62.5","9","1","1.80","60.0","3","37.5","12","0","4.00","66.7","11.7","11.7","13.2","13.2"
"976","Tyrod Taylor","NYJ","QB","1","2025","1","2","BUF","3","21","21.0","7.00","0","0","1","33.3","15","71.4","0.0","","33.3","33.3","0","","4","1.33","19.0","0.00","0","","0","0","","","0","","0","0","","","8.3","8.3","0.9","0.9"
"977","Spencer Rattler","NO","QB","1","2025","1","5","NYG","6","21","21.0","3.50","0","0","3","","0","","0.0","","50.0","40.0","0","","3","0.50","14.3","3.00","1","16.7","10","0","10.00","100.0","3","50.0","10","0","3.33","33.3","16.1","16.1","3.3","3.3"
"978","Bhayshul Tuten","JAX","RB","1","2025","1","3","HST","6","21","21.0","3.50","1","0","2","","0","","100.0","16.7","83.3","16.7","1","0.17","13","2.17","61.9","1.33","5","83.3","15","1","3.00","80.0","1","16.7","6","0","6.00","100.0","8.1","8.1","6.7","6.7"
"979","DeeJay Dallas","JAX","RB","1","2025","1","17","IND","2","21","21.0","10.50","0","0","1","50.0","17","81.0","0.0","","100.0","","0","","5","2.50","23.8","8.00","1","50.0","4","0","4.00","100.0","1","50.0","17","0","17.00","100.0","2.1","2.1","2.6","2.6"
"980","Brian Robinson","SF","RB","1","2025","1","4","JAX","5","21","21.0","4.20","0","0","0","","0","","0.0","","60.0","40.0","0","","8","1.60","38.1","2.60","3","60.0","12","0","4.00","66.7","2","40.0","9","0","4.50","50.0","2.1","2.1","2.6","2.6"
"981","Alvin Kamara","NO","RB","1","2025","1","8","TB","6","21","21.0","3.50","0","0","1","","0","","0.0","","66.7","33.3","0","","8","1.33","38.1","2.17","4","66.7","17","0","4.25","100.0","2","33.3","4","0","2.00","","6.5","6.5","5.6","5.6"
"982","Ashton Jeanty","LV","RB","1","2025","1","7","KC","6","21","21.0","3.50","0","0","0","","0","","0.0","","33.3","66.7","0","","6","1.00","28.6","2.50","5","83.3","13","0","2.60","20.0","1","16.7","8","0","8.00","100.0","4.4","4.4","5.6","5.6"
"983","Riley Leonard","IND","QB","1","2025","1","18","HST","3","21","21.0","7.00","1","0","3","","0","","50.0","33.3","100.0","","1","0.33","2","0.67","9.5","-0.33","1","33.3","1","1","1.00","100.0","0","","0","0","","","23.6","23.6","4.4","4.4"
"984","Chris Brooks","GB","RB","1","2025","1","12","MIN","8","21","21.0","2.63","0","0","2","","0","","0.0","","37.5","50.0","0","","25","3.13","119.0","-0.50","1","12.5","5","0","5.00","100.0","6","75.0","20","0","3.33","33.3","3.6","3.6","5.1","5.1"
"985","Isiah Pacheco","KC","RB","1","2025","1","15","LAC","11","21","21.0","1.91","0","0","1","","0","","0.0","","36.4","63.6","0","","14","1.27","66.7","0.64","9","81.8","16","0","1.78","44.4","1","9.1","3","0","3.00","","2.1","2.1","6.2","6.2"
"986","Justin Herbert","LAC","QB","1","2025","1","11","JAX","3","21","21.0","7.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","4.3","4.3","1.3","1.3"
"987","Chuba Hubbard","CAR","RB","1","2025","1","11","ATL","4","21","21.0","5.25","0","0","0","","0","","0.0","","75.0","","0","","4","1.00","19.0","4.25","3","75.0","15","0","5.00","66.7","1","25.0","6","0","6.00","100.0","3.8","3.8","7.4","7.4"
"988","Blake Corum","LA","RB","1","2025","1","4","IND","9","21","21.0","2.33","0","0","1","","0","","0.0","","22.2","66.7","0","","7","0.78","33.3","1.56","6","66.7","18","0","3.00","33.3","3","33.3","3","0","1.00","","3.6","3.6","9.2","9.2"
"989","Kendre Miller","NO","RB","1","2025","1","6","NE","8","21","21.0","2.63","0","0","2","","0","","0.0","","37.5","62.5","1","0.13","8","1.00","38.1","1.63","5","62.5","15","0","3.00","60.0","2","25.0","5","0","2.50","","4.2","4.2","6.3","6.3"
"990","Breece Hall","NYJ","RB","1","2025","1","3","TB","9","21","21.0","2.33","0","0","1","11.1","17","81.0","0.0","","11.1","77.8","0","","8","0.89","38.1","1.44","8","88.9","19","0","2.38","12.5","1","11.1","2","0","2.00","","9.2","9.2","15.3","15.3"
"991","Brock Purdy","SF","QB","1","2025","1","18","SEA","2","21","21.0","10.50","0","0","1","","0","","0.0","","50.0","","1","0.50","4","2.00","19.0","0.00","0","","0","0","","","0","","0","0","","","6.2","6.2","0.9","0.9"
"992","Samaje Perine","CIN","RB","1","2025","1","3","MIN","4","21","21.0","5.25","0","1","2","","0","","0.0","","75.0","25.0","0","","12","3.00","57.1","2.25","4","100.0","21","0","5.25","75.0","0","","0","0","","","1.1","1.1","2.1","2.1"
"993","Brian Robinson","SF","RB","1","2025","1","15","TEN","9","21","21.0","2.33","0","0","1","","0","","0.0","","44.4","55.6","0","","10","1.11","47.6","1.22","5","55.6","12","0","2.40","40.0","4","44.4","9","0","2.25","50.0","2.1","2.1","4.8","4.8"
"994","Michael Penix","ATL","QB","1","2025","1","1","TB","6","21","21.0","3.50","1","1","3","","0","","40.0","16.7","50.0","20.0","0","","3","0.50","14.3","-0.17","0","","0","0","","","1","16.7","0","0","","","24.0","24.0","4.7","4.7"
"995","Quinshon Judkins","CLV","RB","1","2025","1","15","CHI","12","21","21.0","1.75","0","0","0","","0","","0.0","","","91.7","0","","13","1.08","61.9","0.67","10","83.3","17","0","1.70","","2","16.7","4","0","2.00","","4.7","4.7","11.1","11.1"
"996","David Montgomery","DET","RB","1","2025","1","7","TB","13","21","21.0","1.62","0","0","0","","0","","0.0","","15.4","76.9","1","0.08","21","1.62","100.0","0.00","8","61.5","13","0","1.63","25.0","5","38.5","8","0","1.60","","5.9","5.9","8.7","8.7"
"997","Antonio Gibson","NE","RB","1","2025","1","5","BUF","6","21","21.0","3.50","0","0","1","","0","","0.0","","50.0","50.0","0","","13","2.17","61.9","1.33","5","83.3","19","0","3.80","60.0","0","","0","0","","","3.6","3.6","4.4","4.4"
"998","Dameon Pierce","HST","RB","1","2025","1","5","BLT","7","21","21.0","3.00","0","0","1","","0","","0.0","","28.6","71.4","0","","24","3.43","114.3","-0.43","3","42.9","14","0","4.67","33.3","4","57.1","7","0","1.75","25.0","2.1","2.1","4.8","4.8"
"999","Aaron Rodgers","PIT","QB","1","2025","1","18","BLT","1","20","20.0","20.00","0","0","1","100.0","20","100.0","0.0","","100.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","17.8","17.8","1.2","1.2"
"1000","Daniel Jones","IND","QB","1","2025","1","6","ARZ","5","20","20.0","4.00","1","0","3","20.0","17","85.0","25.0","20.0","60.0","","0","","8","1.60","40.0","-0.20","0","","0","0","","","0","","0","0","","","23.5","23.5","3.0","3.0"
"1001","Kenneth Walker","SEA","RB","1","2025","1","1","SF","10","20","20.0","2.00","0","0","0","","0","","0.0","","50.0","50.0","0","","21","2.10","105.0","-0.10","3","30.0","11","0","3.67","66.7","7","70.0","9","0","1.29","42.9","5.4","5.4","10.8","10.8"
"1002","Kenneth Gainwell","PIT","RB","1","2025","1","2","SEA","5","20","20.0","4.00","0","0","1","","0","","50.0","","40.0","60.0","1","0.20","8","1.60","40.0","2.40","3","60.0","15","0","5.00","33.3","2","40.0","5","0","2.50","50.0","6.6","6.6","10.1","10.1"
"1003","Bo Nix","DEN","QB","1","2025","1","2","IND","3","20","20.0","6.67","0","0","1","33.3","18","90.0","0.0","","33.3","33.3","1","0.33","2","0.67","10.0","-1.00","0","","0","0","","","0","","0","0","","","21.2","21.2","1.3","1.3"
"1004","Marcus Mariota","WAS","QB","1","2025","1","4","ATL","2","20","20.0","10.00","0","0","1","50.0","22","110.0","0.0","","50.0","50.0","0","","2","1.00","10.0","-2.00","0","","0","0","","","1","50.0","-2","0","-2.00","","17.2","17.2","0.9","0.9"
"1005","Jacardia Wright","SEA","RB","1","2025","1","3","NO","5","20","20.0","4.00","0","0","1","","0","","0.0","","40.0","60.0","1","0.20","9","1.80","45.0","2.20","4","80.0","10","0","2.50","25.0","1","20.0","10","0","10.00","100.0","2.0","2.0","2.1","2.1"
"1006","J.J. McCarthy","MIN","QB","1","2025","1","16","NYG","2","20","20.0","10.00","1","0","1","","0","","0.0","50.0","100.0","","0","","1","0.50","5.0","0.00","0","","0","0","","","0","","0","0","","","10.3","10.3","1.1","1.1"
