"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"329","MarShawn Lloyd","RB","GB","11","-","-","34.3","6","5.72","15","0","0","0","0","0","32.0","136.9","0.8","9.4","7.6","62.8","0.3","-","-","-","-","-"
"330","Luke Schoonmaker","TE","DAL","14","-","-","34.2","15","2.28","10","0","0","0","0","0","-","-","-","19.2","14.1","133.8","1.1","-","-","-","-","-"
"331","Tip Reiman","TE","ARZ","14","-","-","34.1","15","2.28","10","0","0","0","0","0","-","-","-","14.6","10.7","163.0","1.2","-","-","-","-","-"
"332","John Metchie III","WR","CAR","5","-","-","33.9","14","2.42","16","0","0","0","0","0","-","-","-","23.9","16.4","129.4","0.8","-","-","-","-","-"
"333","Brock Wright","TE","DET","6","-","-","33.4","15","2.22","10","0","0","0","0","0","-","-","-","19.2","14.8","121.3","1.1","-","-","-","-","-"
"334","Tyson Bagent","QB","CHI","10","-","-","33.3","2","16.67","13","64","42","444","2.7","1","8.6","45.8","0.3","-","-","-","-","-","-","-","-","-"
"335","Tanner McKee","QB","PHI","10","-","-","33.3","2","16.67","13","72","45","495","3.1","2","5.9","22.3","0.1","-","-","-","-","-","-","-","-","-"
"336","Cedric Tillman","WR","CLV","11","-","-","32.8","13","2.52","17","0","0","0","0","0","-","-","-","19.5","12.1","160.2","0.8","-","-","-","-","-"
"337","Josh Johnson","QB","CIN","6","-","-","32.7","2","16.35","13","66","42","468","2.7","2","7.1","39.1","0.3","-","-","-","-","-","-","-","-","-"
"338","Joe Milton III","QB","DAL","14","-","-","32.5","2","16.24","13","59","38","426","2.4","2","10.2","56.6","0.4","-","-","-","-","-","-","-","-","-"
"339","Max Klare","TE","LA","11","-","-","32.3","15","2.15","10","0","0","0","0","0","-","-","-","18.3","13.0","128.1","1.1","-","-","-","-","-"
"340","Justin Joly","TE","DEN","10","-","-","32.2","15","2.15","10","0","0","0","0","0","-","-","-","16.9","12.3","136.8","1.1","-","-","-","-","-"
"341","Mac Jones","QB","SF","8","-","-","31.9","2","15.97","13","65","43","460","3.0","2","6.0","20.1","0.2","-","-","-","-","-","-","-","-","-"
"342","Emari Demercado","RB","KC","5","-","-","31.8","10","3.18","15","0","0","0","0","0","25.8","106.9","0.6","10.3","8.1","70.4","0.4","-","-","-","-","-"
"343","Sam Roush","TE","CHI","10","-","-","31.4","15","2.09","10","0","0","0","0","0","-","-","-","18.4","13.2","121.3","1.0","-","-","-","-","-"
"344","Mitchell Trubisky","QB","TEN","9","-","-","30.4","2","15.18","13","66","43","458","2.7","2","6.5","26.3","0.2","-","-","-","-","-","-","-","-","-"
"345","Rasheen Ali","RB","BLT","13","-","-","30.1","14","2.15","15","0","0","0","0","0","15.6","68.2","0.3","11.5","9.3","92.0","0.5","-","-","-","-","-"
"346","Jake Browning","QB","TB","10","-","-","30.1","2","15.06","13","64","42","453","2.9","2","5.8","25.3","0.1","-","-","-","-","-","-","-","-","-"
"347","Nate Boerkircher","TE","JAX","7","-","-","30.0","15","2.00","10","0","0","0","0","0","-","-","-","16.2","12.0","120.1","1.0","-","-","-","-","-"
"348","John Bates","TE","WAS","7","-","-","29.8","15","1.99","10","0","0","0","0","0","-","-","-","16.2","12.2","117.6","1.0","-","-","-","-","-"
"349","Tyrod Taylor","QB","GB","11","-","-","29.8","2","14.90","13","55","34","375","2.1","2","10.7","61.9","0.4","-","-","-","-","-","-","-","-","-"
"350","Nick Mullens","QB","JAX","7","-","-","29.3","2","14.65","13","64","42","466","2.8","3","4.4","13.3","0.2","-","-","-","-","-","-","-","-","-"
"351","Trey Lance","QB","LAC","7","-","-","29.3","2","14.64","13","58","34","373","1.8","2","13.0","70.7","0.3","-","-","-","-","-","-","-","-","-"
"352","Sean Tucker","RB","TB","10","-","-","29.3","14","2.09","15","0","0","0","0","0","35.3","147.1","1.2","5.0","3.9","25.7","0.2","-","-","-","-","-"
"353","Spencer Rattler","QB","NO","8","-","-","29.2","2","14.59","13","70","45","453","2.2","2","7.3","35.4","0.1","-","-","-","-","-","-","-","-","-"
"354","Cade Stover","TE","HST","8","-","-","29.1","15","1.94","10","0","0","0","0","0","-","-","-","19.5","14.6","99.8","0.8","-","-","-","-","-"
"355","Zavier Scott","RB","MIN","6","-","-","29.1","13","2.24","15","0","0","0","0","0","27.1","109.0","0.5","8.9","7.3","63.3","0.3","-","-","-","-","-"
"356","Teddy Bridgewater","QB","DET","6","-","-","29.1","2","14.54","13","64","41","448","2.6","1","4.5","17.5","0.1","-","-","-","-","-","-","-","-","-"
"357","Reggie Virgil","WR","ARZ","14","-","-","28.1","15","1.88","17","0","0","0","0","0","-","-","-","18.2","11.4","125.8","0.7","-","-","-","-","-"
"358","Adam Trautman","TE","DEN","10","-","-","27.9","15","1.86","10","0","0","0","0","0","-","-","-","14.2","10.7","121.2","0.9","-","-","-","-","-"
"359","Marlin Klein","TE","HST","8","-","-","27.8","15","1.85","10","0","0","0","0","0","-","-","-","18.3","13.3","97.2","0.8","-","-","-","-","-"
"360","Bo Melton","WR","GB","11","-","-","27.7","13","2.13","17","0","0","0","0","0","4.7","30.6","0.0","17.9","10.1","101.4","0.7","-","-","-","-","-"
"361","Deion Burks","WR","IND","13","-","-","27.6","14","1.97","17","0","0","0","0","0","-","-","-","14.6","9.6","143.4","0.6","-","-","-","-","-"
"362","Davis Mills","QB","HST","8","-","-","27.6","2","13.78","13","66","41","424","2.5","2","4.8","18.9","0.1","-","-","-","-","-","-","-","-","-"
"363","Jawhar Jordan","RB","HST","8","-","-","27.5","15","1.83","15","0","0","0","0","0","36.5","154.4","0.7","4.8","3.8","30.8","0.2","-","-","-","-","-"
"364","Jarrett Stidham","QB","DEN","10","-","-","27.5","2","13.75","13","59","36","387","2.1","2","9.3","41.8","0.3","-","-","-","-","-","-","-","-","-"
"365","Drew Lock","QB","SEA","11","-","-","27.3","2","13.63","13","62","39","438","2.3","2","5.0","23.7","0.1","-","-","-","-","-","-","-","-","-"
"366","Trey Benson","RB","ARZ","14","-","-","27.2","10","2.72","15","0","0","0","0","0","14.4","58.4","0.3","12.8","10.9","72.5","0.2","-","-","-","-","-"
"367","Jimmy Horn Jr.","WR","CAR","5","-","-","27.1","14","1.94","17","0","0","0","0","0","6.0","37.8","0.0","13.7","9.0","104.7","0.6","-","-","-","-","-"
"368","Quinn Ewers","QB","MIA","6","-","-","27.0","2","13.52","13","61","40","437","2.4","2","5.0","18.0","0.1","-","-","-","-","-","-","-","-","-"
"369","Kenny Pickett","QB","CAR","5","-","-","27.0","2","13.49","13","62","40","402","2.4","2","5.7","25.8","0.1","-","-","-","-","-","-","-","-","-"
"370","Erick All","TE","CIN","6","-","-","26.9","8","3.36","10","0","0","0","0","0","-","-","-","13.3","10.2","114.1","0.9","-","-","-","-","-"
"371","Kendre Miller","RB","NO","8","-","-","26.5","10","2.65","15","0","0","0","0","0","27.2","112.0","0.5","6.9","5.8","52.0","0.2","-","-","-","-","-"
"372","Dont'e Thornton Jr.","WR","LV","13","-","-","26.4","15","1.76","17","0","0","0","0","0","-","-","-","16.2","10.0","125.2","0.7","-","-","-","-","-"
"373","Ty Simpson","QB","LA","11","-","-","26.4","2","13.21","13","60","37","398","2.3","2","4.5","27.1","0.1","-","-","-","-","-","-","-","-","-"
"374","Josh Whyle","TE","GB","11","-","-","26.1","15","1.74","10","0","0","0","0","0","-","-","-","15.9","11.9","93.4","0.8","-","-","-","-","-"
"375","Mitchell Tinsley","WR","CIN","6","-","-","25.9","15","1.72","17","0","0","0","0","0","-","-","-","15.5","9.6","111.0","0.9","-","-","-","-","-"
"376","Will Howard","QB","PIT","9","-","-","25.7","2","12.85","14","60","37","394","2.2","2","5.8","26.7","0.1","-","-","-","-","-","-","-","-","-"
"377","Dillon Gabriel","QB","CLV","11","-","-","24.7","2","12.36","14","64","40","376","2.1","2","4.4","28.6","0.1","-","-","-","-","-","-","-","-","-"
"378","Kyle Allen","QB","BUF","7","-","-","24.2","2","12.09","14","62","38","388","2.2","2","4.5","12.5","0.1","-","-","-","-","-","-","-","-","-"
"379","Eli Heidenreich","RB","PIT","9","-","-","24.2","15","1.61","16","0","0","0","0","0","17.7","75.0","0.4","9.3","7.6","56.9","0.2","-","-","-","-","-"
"380","Tommy DeVito","QB","NE","11","-","-","24.1","2","12.04","14","52","33","333","1.6","1","8.7","42.8","0.3","-","-","-","-","-","-","-","-","-"
"381","Devin Neal","RB","NO","8","-","-","23.5","12","1.96","16","0","0","0","0","0","24.2","95.1","0.5","7.1","5.8","43.6","0.1","-","-","-","-","-"
"382","Tyler Huntley","QB","BLT","13","-","-","23.3","2","11.66","14","45","29","294","1.3","1","11.4","58.8","0.3","-","-","-","-","-","-","-","-","-"
"383","Tyler Conklin","TE","DET","6","-","-","23.0","15","1.53","10","0","0","0","0","0","-","-","-","12.7","9.8","102.1","0.5","-","-","-","-","-"
"384","Hunter Luepke","RB","DAL","14","-","-","22.2","15","1.48","16","0","0","0","0","0","13.2","53.3","0.3","8.6","7.2","60.0","0.3","-","-","-","-","-"
"385","Brady Cook","QB","NYJ","13","-","-","21.8","2","10.88","14","63","38","386","1.7","2","5.4","19.5","0.1","-","-","-","-","-","-","-","-","-"
"386","Devontez Walker","WR","BLT","13","-","-","21.7","15","1.45","17","0","0","0","0","0","-","-","-","10.8","7.1","107.2","0.6","-","-","-","-","-"
"387","Mitchell Evans","TE","CAR","5","-","-","21.4","15","1.42","10","0","0","0","0","0","-","-","-","10.9","8.2","91.1","0.7","-","-","-","-","-"
"388","Dylan Laube","RB","LV","13","-","-","20.7","10","2.07","16","0","0","0","0","0","19.0","74.6","0.4","7.9","6.3","35.5","0.2","-","-","-","-","-"
"389","Roschon Johnson","RB","CHI","10","-","-","20.6","10","2.06","16","0","0","0","0","0","26.7","119.8","0.7","2.7","2.2","17.6","0.1","-","-","-","-","-"
"390","Durham Smythe","TE","BLT","13","-","-","20.5","15","1.37","10","0","0","0","0","0","-","-","-","10.5","7.9","90.4","0.6","-","-","-","-","-"
"391","Jerome Ford","RB","WAS","7","-","-","20.3","12","1.69","16","0","0","0","0","0","14.3","57.5","0.2","8.2","6.9","49.2","0.2","-","-","-","-","-"
"392","CJ Daniels","WR","LA","11","-","-","20.1","15","1.34","17","0","0","0","0","0","-","-","-","12.1","7.5","90.9","0.6","-","-","-","-","-"
"393","Brevyn Spann-Ford","TE","DAL","14","-","-","20.1","15","1.34","10","0","0","0","0","0","-","-","-","11.3","8.2","71.5","0.8","-","-","-","-","-"
"394","Jackson Hawes","TE","BUF","7","-","-","20.0","14","1.43","10","0","0","0","0","0","-","-","-","10.2","7.6","78.7","0.8","-","-","-","-","-"
"395","Jarquez Hunter","RB","LA","11","-","-","20.0","10","2.00","16","0","0","0","0","0","21.1","93.9","0.7","4.2","3.4","27.3","0.1","-","-","-","-","-"
"396","Raheim Sanders","RB","CLV","11","-","-","19.2","10","1.92","16","0","0","0","0","0","23.8","93.1","0.6","4.3","3.3","27.2","0.1","-","-","-","-","-"
"397","Ben Sims","TE","MIA","6","-","-","18.9","15","1.26","10","0","0","0","0","0","-","-","-","11.3","8.3","75.0","0.5","-","-","-","-","-"
"398","Tai Felton","WR","MIN","6","-","-","18.7","15","1.25","17","0","0","0","0","0","-","-","-","10.0","6.6","88.0","0.6","-","-","-","-","-"
"399","Alec Ingold","RB","LAC","7","-","-","18.4","15","1.23","16","0","0","0","0","0","3.4","7.6","0.1","10.4","8.5","70.8","0.3","-","-","-","-","-"
"400","Andrew Ogletree","TE","IND","13","-","-","18.3","15","1.22","10","0","0","0","0","0","-","-","-","8.6","6.2","74.0","0.8","-","-","-","-","-"
"401","Julian Hill","TE","NE","11","-","-","18.2","15","1.22","10","0","0","0","0","0","-","-","-","11.5","8.6","65.3","0.5","-","-","-","-","-"
"402","Kaleb Johnson","RB","PIT","9","-","-","18.1","14","1.29","16","0","0","0","0","0","25.1","100.6","0.4","3.6","2.9","22.5","0.1","-","-","-","-","-"
"403","Xavier Weaver","WR","ARZ","14","-","-","18.1","15","1.21","17","0","0","0","0","0","-","-","-","7.7","4.9","97.8","0.6","-","-","-","-","-"
"404","Arian Smith","WR","NYJ","13","-","-","18.0","15","1.20","17","0","0","0","0","0","2.5","13.4","0.0","10.1","6.5","72.0","0.5","-","-","-","-","-"
"405","Ben Yurosek","TE","MIN","6","-","-","17.9","15","1.19","10","0","0","0","0","0","-","-","-","14.9","11.0","42.9","0.5","-","-","-","-","-"
"406","Demarcus Robinson","WR","SF","8","-","-","17.8","13","1.37","17","0","0","0","0","0","-","-","-","11.0","6.9","83.1","0.4","-","-","-","-","-"
"407","Charlie Woerner","TE","ATL","11","-","-","17.4","15","1.16","10","0","0","0","0","0","-","-","-","8.0","6.0","84.1","0.5","-","-","-","-","-"
"408","Seth McGowan","RB","IND","13","-","-","17.1","15","1.14","16","0","0","0","0","0","18.9","80.2","0.6","3.6","2.9","22.6","0.1","-","-","-","-","-"
"409","Brenen Thompson","WR","LAC","7","-","-","17.0","15","1.13","17","0","0","0","0","0","-","-","-","9.4","5.8","83.6","0.5","-","-","-","-","-"
"410","Eric Saubert","TE","SEA","11","-","-","16.6","15","1.10","10","0","0","0","0","0","-","-","-","9.8","7.3","65.2","0.5","-","-","-","-","-"
"411","Davis Allen","TE","LA","11","-","-","15.3","15","1.02","10","0","0","0","0","0","-","-","-","8.7","6.4","53.7","0.6","-","-","-","-","-"
"412","KeAndre Lambert-Smith","WR","LAC","7","-","-","15.3","12","1.27","17","0","0","0","0","0","-","-","-","9.2","5.8","69.9","0.4","-","-","-","-","-"
"413","Kylen Granson","TE","TEN","9","-","-","15.2","15","1.01","10","0","0","0","0","0","-","-","-","8.9","6.7","55.1","0.5","-","-","-","-","-"
"414","Max Bredeson","RB","MIN","6","-","-","15.0","15","1.00","16","0","0","0","0","0","7.3","23.7","0.1","6.8","5.6","52.0","0.2","-","-","-","-","-"
"415","Adam Prentice","RB","DEN","10","-","-","14.9","15","1.00","16","0","0","0","0","0","6.1","22.4","0.1","7.5","6.1","47.0","0.2","-","-","-","-","-"
"416","Luke Farrell","TE","SF","8","-","-","14.9","15","0.99","10","0","0","0","0","0","-","-","-","7.6","5.8","63.9","0.5","-","-","-","-","-"
"417","Jack Stoll","TE","CLV","11","-","-","14.7","15","0.98","10","0","0","0","0","0","-","-","-","7.9","5.6","57.1","0.6","-","-","-","-","-"
"418","Malik Benson","WR","LV","13","-","-","14.5","15","0.96","17","0","0","0","0","0","-","-","-","9.1","5.6","66.7","0.4","-","-","-","-","-"
"419","Emmanuel Henderson Jr.","WR","SEA","11","-","-","14.4","15","0.96","17","0","0","0","0","0","-","-","-","6.4","4.0","75.5","0.5","-","-","-","-","-"
"420","Kyle Williams","WR","NE","11","-","-","14.2","15","0.95","17","0","0","0","0","0","1.4","7.5","0.0","7.3","4.3","62.3","0.5","-","-","-","-","-"
"421","Pierre Strong","RB","GB","11","-","-","14.1","12","1.17","16","0","0","0","0","0","16.0","68.4","0.4","3.3","2.6","19.2","0.1","-","-","-","-","-"
"422","Will Kacmarek","TE","MIA","6","-","-","14.0","15","0.93","10","0","0","0","0","0","-","-","-","7.7","5.7","54.8","0.5","-","-","-","-","-"
"423","Riley Leonard","QB","IND","13","-","-","13.9","1","13.86","14","34","21","216","1.2","1","2.4","13.3","0.1","-","-","-","-","-","-","-","-","-"
"424","Phil Mafah","RB","DAL","14","-","-","13.1","10","1.31","16","0","0","0","0","0","16.2","67.0","0.4","2.3","1.9","14.7","0.1","-","-","-","-","-"
"425","Mason Tipton","WR","NO","8","-","-","13.0","14","0.93","17","0","0","0","0","0","2.2","11.3","0.0","8.7","5.5","45.6","0.3","-","-","-","-","-"
"426","Brenden Bates","TE","CLV","11","-","-","13.0","8","1.62","10","0","0","0","0","0","-","-","-","7.2","5.1","53.4","0.4","-","-","-","-","-"
"427","Johnny Mundt","TE","PHI","10","-","-","13.0","15","0.86","10","0","0","0","0","0","0.8","4.0","0.0","6.8","5.2","49.9","0.4","-","-","-","-","-"
"428","Jonathan Mingo","WR","DAL","14","-","-","12.7","10","1.27","17","0","0","0","0","0","-","-","-","9.7","5.7","46.3","0.4","-","-","-","-","-"
"429","Casey Washington","WR","ATL","11","-","-","12.6","10","1.26","17","0","0","0","0","0","-","-","-","8.1","4.9","60.1","0.3","-","-","-","-","-"
"430","Tanner Koziol","TE","JAX","7","-","-","12.6","14","0.90","10","0","0","0","0","0","-","-","-","6.5","4.8","50.4","0.5","-","-","-","-","-"
"431","Marquez Valdes-Scantling","WR","DAL","14","-","-","12.5","6","2.08","17","0","0","0","0","0","1.0","5.3","0.0","6.6","4.2","50.4","0.4","-","-","-","-","-"
"432","Nate Adkins","TE","DEN","10","-","-","12.5","14","0.89","10","0","0","0","0","0","-","-","-","6.9","5.2","45.0","0.5","-","-","-","-","-"
"433","Jeremy Ruckert","TE","NYJ","13","-","-","12.0","15","0.80","10","0","0","0","0","0","-","-","-","6.5","5.0","52.9","0.3","-","-","-","-","-"
"434","Jahdae Walker","WR","CHI","10","-","-","11.8","14","0.84","17","0","0","0","0","0","-","-","-","5.6","3.6","62.3","0.3","-","-","-","-","-"
"435","Nate Carter","RB","ATL","11","-","-","11.8","5","2.36","16","0","0","0","0","0","14.5","64.2","0.4","1.9","1.5","13.7","0.1","-","-","-","-","-"
"436","Foster Moreau","TE","HST","8","-","-","11.6","14","0.83","10","0","0","0","0","0","-","-","-","7.3","5.4","42.0","0.3","-","-","-","-","-"
"437","Austin Trammell","WR","JAX","7","-","-","11.1","10","1.11","17","0","0","0","0","0","-","-","-","6.8","4.2","50.9","0.3","-","-","-","-","-"
"438","Payne Durham","TE","TB","10","-","-","11.1","15","0.74","10","0","0","0","0","0","-","-","-","6.4","4.5","39.7","0.4","-","-","-","-","-"
"439","Anthony Gould","WR","IND","13","-","-","10.9","10","1.09","17","0","0","0","0","0","-","-","-","6.2","4.1","53.9","0.2","-","-","-","-","-"
"440","Tyler Badie","RB","DEN","10","-","-","10.9","7","1.55","16","0","0","0","0","0","5.7","25.1","0.1","4.9","3.7","31.5","0.2","-","-","-","-","-"
"441","Tyrell Shavers","WR","BUF","7","-","-","10.7","5","2.13","17","0","0","0","0","0","-","-","-","5.3","3.5","53.0","0.3","-","-","-","-","-"
"442","Tylan Wallace","WR","CLV","11","-","-","10.5","14","0.75","17","0","0","0","0","0","-","-","-","5.3","3.2","55.3","0.3","-","-","-","-","-"
"443","Mecole Hardman","WR","BUF","7","-","-","10.5","10","1.05","17","0","0","0","0","0","2.4","14.2","0.0","5.3","3.5","39.9","0.2","-","-","-","-","-"
"444","Quintin Morris","TE","JAX","7","-","-","10.2","15","0.68","10","0","0","0","0","0","-","-","-","5.1","3.8","36.7","0.5","-","-","-","-","-"
"445","Kameron Johnson","WR","TB","10","-","-","10.1","10","1.01","17","0","0","0","0","0","-","-","-","6.2","3.5","47.2","0.3","-","-","-","-","-"
"446","Ja'Lynn Polk","WR","NO","8","-","-","10.1","13","0.78","17","0","0","0","0","0","-","-","-","6.3","4.2","41.9","0.3","-","-","-","-","-"
"447","Grant Calcaterra","TE","PHI","10","-","-","9.8","15","0.65","10","0","0","0","0","0","0.8","4.0","0.0","4.4","3.3","39.5","0.3","-","-","-","-","-"
"448","Myles Price","WR","MIN","6","-","-","9.7","14","0.69","17","0","0","0","0","0","-","-","-","5.6","3.6","39.5","0.4","-","-","-","-","-"
"449","Derius Davis","WR","LAC","7","-","-","9.5","12","0.79","17","0","0","0","0","0","5.5","32.7","0.2","2.7","1.8","23.2","0.2","-","-","-","-","-"
"450","Ben Skowronek","WR","PIT","9","-","-","9.5","14","0.68","17","0","0","0","0","0","-","-","-","6.8","4.4","37.2","0.2","-","-","-","-","-"
"451","Jordan Watkins","WR","SF","8","-","-","9.4","14","0.67","17","0","0","0","0","0","-","-","-","4.8","3.1","49.4","0.2","-","-","-","-","-"
"452","Dareke Young","WR","LV","13","-","-","9.3","10","0.93","17","0","0","0","0","0","-","-","-","5.4","3.4","45.0","0.2","-","-","-","-","-"
"453","Riley Nowakowski","TE","PIT","9","-","-","9.0","15","0.60","10","0","0","0","0","0","-","-","-","4.7","3.4","31.3","0.4","-","-","-","-","-"
"454","Andrew Beck","RB","NYJ","13","-","-","8.9","15","0.59","17","0","0","0","0","0","1.4","5.8","0.0","4.5","3.6","35.9","0.1","-","-","-","-","-"
"455","British Brooks","RB","HST","8","-","-","8.7","15","0.58","17","0","0","0","0","0","15.0","62.9","0.3","0.5","0.4","3.0","0.0","-","-","-","-","-"
"456","Lil'Jordan Humphrey","WR","DEN","10","-","-","8.6","10","0.86","17","0","0","0","0","0","-","-","-","4.9","3.1","36.0","0.3","-","-","-","-","-"
"457","Will Mallory","TE","IND","13","-","-","8.5","7","1.21","10","0","0","0","0","0","-","-","-","4.6","3.4","38.6","0.2","-","-","-","-","-"
"458","LaJohntay Wester","WR","BLT","13","-","-","8.5","14","0.61","17","0","0","0","0","0","-","-","-","3.7","2.3","42.9","0.3","-","-","-","-","-"
"459","Tim Patrick","WR","NYJ","13","-","-","8.3","5","1.67","17","0","0","0","0","0","0.8","4.7","0.0","3.6","2.2","36.8","0.3","-","-","-","-","-"
"460","Darius Cooper","WR","PHI","10","-","-","8.3","15","0.55","17","0","0","0","0","0","-","-","-","4.9","3.2","35.2","0.3","-","-","-","-","-"
"461","Teagan Quitoriano","TE","ARZ","14","-","-","8.3","10","0.83","10","0","0","0","0","0","-","-","-","4.5","3.3","32.7","0.3","-","-","-","-","-"
"462","Malachi Corley","WR","CLV","11","-","-","8.2","8","1.02","17","0","0","0","0","0","4.5","35.4","0.1","2.3","1.5","18.8","0.1","-","-","-","-","-"
"463","Jack Westover","TE","NE","11","-","-","7.9","15","0.53","10","0","0","0","0","0","-","-","-","5.0","3.7","20.1","0.4","-","-","-","-","-"
"464","Tim Jones","WR","JAX","7","-","-","7.7","10","0.77","17","0","0","0","0","0","-","-","-","4.5","2.9","35.2","0.2","-","-","-","-","-"
"465","Laquon Treadwell","WR","IND","13","-","-","7.7","10","0.77","17","0","0","0","0","0","-","-","-","4.6","3.0","36.9","0.2","-","-","-","-","-"
"466","Jeremy McNichols","RB","WAS","7","-","-","7.5","5","1.50","17","0","0","0","0","0","4.7","18.7","0.1","3.1","2.6","20.4","0.1","-","-","-","-","-"
"467","DeeJay Dallas","RB","JAX","7","-","-","7.5","10","0.75","17","0","0","0","0","0","7.0","28.8","0.1","1.8","1.5","17.2","0.1","-","-","-","-","-"
"468","Drake Dabney","TE","GB","11","-","-","7.3","7","1.04","10","0","0","0","0","0","0.4","1.9","0.0","3.6","2.5","27.5","0.3","-","-","-","-","-"
"469","C.J. Williams","WR","JAX","7","-","-","7.2","15","0.48","17","0","0","0","0","0","-","-","-","3.7","2.4","33.9","0.2","-","-","-","-","-"
"470","Robbie Ouzts","RB","SEA","11","-","-","7.1","15","0.47","17","0","0","0","0","0","0.7","2.0","0.0","3.4","2.8","28.8","0.2","-","-","-","-","-"
"471","Jared Wiley","TE","KC","5","-","-","6.9","10","0.69","10","0","0","0","0","0","-","-","-","3.5","2.6","28.6","0.3","-","-","-","-","-"
"472","Sione Vaki","RB","DET","6","-","-","6.6","10","0.66","17","0","0","0","0","0","5.5","21.9","0.2","1.5","1.2","17.6","0.1","-","-","-","-","-"
"473","Albert Okwuegbunam","TE","LV","13","-","-","6.6","5","1.32","10","0","0","0","0","0","-","-","-","3.6","2.7","28.3","0.2","-","-","-","-","-"
"474","Jalen Brooks","WR","ARZ","14","-","-","6.5","10","0.65","17","0","0","0","0","0","-","-","-","2.2","1.4","33.4","0.3","-","-","-","-","-"
"475","Kevin Austin Jr.","WR","NO","8","-","-","6.5","10","0.65","17","0","0","0","0","0","1.1","6.3","0.0","3.5","2.1","26.0","0.2","-","-","-","-","-"
"476","Jake Bobo","WR","SEA","11","-","-","6.4","14","0.46","17","0","0","0","0","0","-","-","-","2.4","1.6","34.2","0.2","-","-","-","-","-"
"477","Terrell Jennings","RB","NE","11","-","-","6.1","5","1.21","17","0","0","0","0","0","10.4","41.9","0.3","0.2","0.2","1.6","0.0","-","-","-","-","-"
"478","Dyami Brown","WR","WAS","7","-","-","5.9","14","0.42","17","0","0","0","0","0","-","-","-","3.3","1.9","28.3","0.2","-","-","-","-","-"
"479","Skyy Moore","WR","GB","11","-","-","5.4","7","0.77","17","0","0","0","0","0","-","-","-","2.5","1.5","29.8","0.2","-","-","-","-","-"
"480","Keleki Latu","TE","BUF","7","-","-","5.4","10","0.54","10","0","0","0","0","0","-","-","-","2.6","1.9","23.2","0.2","-","-","-","-","-"
"481","Colson Yankoff","TE","WAS","7","-","-","5.4","14","0.38","10","0","0","0","0","0","-","-","-","2.8","2.0","19.1","0.2","-","-","-","-","-"
"482","David Martin-Robinson","TE","TEN","9","-","-","5.2","15","0.35","10","0","0","0","0","0","-","-","-","3.4","2.5","15.1","0.2","-","-","-","-","-"
"483","Isaac Guerendo","RB","SF","8","-","-","5.2","5","1.03","17","0","0","0","0","0","2.5","11.1","0.1","2.1","1.8","15.9","0.1","-","-","-","-","-"
"484","Isaiah Hodgins","WR","NYG","8","-","-","5.1","10","0.51","17","0","0","0","0","0","-","-","-","2.7","1.7","23.6","0.2","-","-","-","-","-"
"485","AJ Dillon","RB","CAR","5","-","-","5.1","7","0.72","17","0","0","0","0","0","3.7","16.1","0.1","1.9","1.5","11.3","0.0","-","-","-","-","-"
"486","Kene Nwangwu","RB","NYJ","13","-","-","5.0","5","1.01","17","0","0","0","0","0","6.2","25.2","0.1","1.1","0.9","7.9","0.1","-","-","-","-","-"
"487","Patrick Ricard","RB","NYG","8","-","-","5.0","15","0.33","17","0","0","0","0","0","0.7","1.5","0.0","2.3","1.9","18.8","0.2","-","-","-","-","-"
"488","Jelani Woods","TE","NYJ","13","-","-","4.9","10","0.49","10","0","0","0","0","0","-","-","-","2.5","1.8","22.0","0.1","-","-","-","-","-"
"489","Joshua Simon","TE","ATL","11","-","-","4.9","10","0.49","10","0","0","0","0","0","-","-","-","1.5","1.1","26.5","0.2","-","-","-","-","-"
"490","Josh Cuevas","TE","BLT","13","-","-","4.8","14","0.35","10","0","0","0","0","0","-","-","-","1.8","1.3","20.6","0.2","-","-","-","-","-"
"491","Reggie Gilliam","RB","NE","11","-","-","4.7","15","0.31","17","0","0","0","0","0","1.5","2.8","0.0","2.3","1.9","17.9","0.1","-","-","-","-","-"
"492","Ty Chandler","RB","NO","8","-","-","4.5","10","0.45","17","0","0","0","0","0","7.8","30.3","0.1","0.5","0.4","2.4","0.0","-","-","-","-","-"
"493","Carter Runyon","TE","LV","13","-","-","4.4","10","0.44","10","0","0","0","0","0","-","-","-","2.5","1.8","17.3","0.1","-","-","-","-","-"
"494","Theo Wease Jr.","WR","MIA","6","-","-","4.3","5","0.85","17","0","0","0","0","0","-","-","-","2.1","1.4","21.7","0.1","-","-","-","-","-"
"495","Devin Duvernay","WR","ARZ","14","-","-","4.2","12","0.35","17","0","0","0","0","0","-","-","-","1.1","0.7","24.2","0.2","-","-","-","-","-"
"496","Jacob Saylors","RB","DET","6","-","-","4.2","10","0.42","17","0","0","0","0","0","1.5","6.6","0.0","1.7","1.4","14.6","0.1","-","-","-","-","-"
"497","Josh Williams","RB","TB","10","-","-","4.2","5","0.83","17","0","0","0","0","0","6.9","26.4","0.1","0.6","0.5","3.5","0.0","-","-","-","-","-"
"498","Ronnie Rivers","RB","LA","11","-","-","4.1","5","0.83","17","0","0","0","0","0","5.1","20.8","0.1","0.8","0.7","5.1","0.0","-","-","-","-","-"
