"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"161","Jonathon Brooks","RB","CAR","5","-","-","119.2","15","7.95","11","0","0","0","0","0","138.0","585.2","4.0","24.0","19.5","129.4","0.8","-","-","-","-","-"
"162","Dontayvion Wicks","WR","PHI","10","-","-","118.7","15","7.92","11","0","0","0","0","0","-","-","-","55.8","35.4","612.1","3.7","-","-","-","-","-"
"163","Michael Penix Jr.","QB","ATL","11","-","-","118.5","8","14.81","10","260","160","1804","10.3","5","20.8","78.0","0.6","-","-","-","-","-","-","-","-","-"
"164","Oronde Gadsden II","TE","LAC","7","-","-","117.3","15","7.82","6","0","0","0","0","0","-","-","-","56.6","41.9","541.4","3.6","-","-","-","-","-"
"165","Chig Okonkwo","TE","WAS","7","-","-","117.0","15","7.80","6","0","0","0","0","0","-","-","-","58.5","43.9","547.4","3.1","-","-","-","-","-"
"166","Adonai Mitchell","WR","NYJ","13","-","-","114.5","15","7.63","12","0","0","0","0","0","1.7","7.1","0.0","71.8","42.4","529.7","3.1","-","-","-","-","-"
"167","Dylan Sampson","RB","CLV","11","-","-","114.1","15","7.61","11","0","0","0","0","0","73.6","260.4","1.7","50.1","41.5","290.5","1.4","-","-","-","-","-"
"168","AJ Barner","TE","SEA","11","-","-","114.0","15","7.60","6","0","0","0","0","0","6.3","10.1","0.5","52.7","40.6","462.1","3.9","-","-","-","-","-"
"169","J.K. Dobbins","RB","DEN","10","-","-","112.7","12","9.39","11","0","0","0","0","0","140.9","660.1","4.8","14.6","11.9","46.3","0.3","-","-","-","-","-"
"170","Justice Hill","RB","BLT","13","-","-","112.6","15","7.51","11","0","0","0","0","0","74.2","350.2","2.3","39.2","31.9","242.1","1.4","-","-","-","-","-"
"171","Rashod Bateman","WR","BLT","13","-","-","112.2","15","7.48","12","0","0","0","0","0","-","-","-","58.5","35.3","533.3","4.0","-","-","-","-","-"
"172","Kirk Cousins","QB","LV","13","-","-","111.7","7","15.95","11","241","158","1730","10.9","5","12.1","20.8","0.4","-","-","-","-","-","-","-","-","-"
"173","Gunnar Helm","TE","TEN","9","-","-","111.0","15","7.40","6","0","0","0","0","0","-","-","-","62.6","48.3","446.0","3.0","-","-","-","-","-"
"174","Ty Johnson","RB","BUF","7","-","-","108.6","15","7.24","11","0","0","0","0","0","57.9","253.1","2.1","36.8","29.7","297.3","2.0","-","-","-","-","-"
"175","Germie Bernard","WR","PIT","9","-","-","106.2","15","7.08","12","0","0","0","0","0","-","-","-","58.2","37.5","502.8","3.1","-","-","-","-","-"
"176","Tyrone Tracy Jr.","RB","NYG","8","-","-","106.0","15","7.07","11","0","0","0","0","0","105.2","446.8","2.0","30.4","25.2","187.5","1.0","-","-","-","-","-"
"177","Tyjae Spears","RB","TEN","9","-","-","105.3","14","7.52","11","0","0","0","0","0","92.5","390.9","2.2","33.0","27.8","208.4","0.8","-","-","-","-","-"
"178","Jaylin Noel","WR","HST","8","-","-","103.8","15","6.92","12","0","0","0","0","0","2.6","13.5","0.0","56.8","38.0","465.4","3.0","-","-","-","-","-"
"179","KaVontae Turpin","WR","DAL","14","-","-","102.0","15","6.80","12","0","0","0","0","0","15.5","90.1","0.4","44.3","30.6","430.8","2.9","-","-","-","-","-"
"180","Jonnu Smith","TE","FA","","-","-","101.5","15","6.77","7","0","0","0","0","0","13.0","48.5","0.9","45.6","35.0","401.5","2.7","-","-","-","-","-"
"181","Evan Engram","TE","DEN","10","-","-","99.8","15","6.66","7","0","0","0","0","0","0.7","2.9","0.0","61.4","43.2","432.9","2.2","-","-","-","-","-"
"182","Mike Gesicki","TE","CIN","6","-","-","98.2","15","6.55","7","0","0","0","0","0","-","-","-","55.5","40.2","391.2","3.2","-","-","-","-","-"
"183","Greg Dulcich","TE","MIA","6","-","-","97.2","12","8.10","7","0","0","0","0","0","-","-","-","49.0","36.6","447.9","2.7","-","-","-","-","-"
"184","Calvin Ridley","WR","TEN","9","-","-","96.8","15","6.45","13","0","0","0","0","0","-","-","-","54.7","31.2","489.2","2.8","-","-","-","-","-"
"185","Malik Washington","WR","MIA","6","-","-","95.9","15","6.39","13","0","0","0","0","0","9.3","54.9","0.3","55.8","40.5","353.7","2.1","-","-","-","-","-"
"186","Kaytron Allen","RB","WAS","7","-","-","94.9","15","6.32","12","0","0","0","0","0","124.9","530.0","3.2","14.2","11.8","96.0","0.5","-","-","-","-","-"
"187","Samaje Perine","RB","CIN","6","-","-","94.4","15","6.30","12","0","0","0","0","0","94.3","403.6","2.7","23.5","20.1","144.5","0.7","-","-","-","-","-"
"188","Michael Mayer","TE","LV","13","-","-","94.1","14","6.72","7","0","0","0","0","0","-","-","-","54.3","38.8","411.6","2.4","-","-","-","-","-"
"189","Colby Parkinson","TE","LA","11","-","-","94.0","15","6.26","7","0","0","0","0","0","-","-","-","46.0","34.4","373.0","3.7","-","-","-","-","-"
"190","Devaughn Vele","WR","NO","8","-","-","93.5","14","6.68","13","0","0","0","0","0","-","-","-","54.7","36.3","415.8","2.6","-","-","-","-","-"
"191","Keenan Allen","WR","LAC","7","-","-","92.4","14","6.60","13","0","0","0","0","0","-","-","-","59.7","40.2","375.8","2.5","-","-","-","-","-"
"192","Kendrick Bourne","WR","ARZ","14","-","-","91.6","15","6.10","13","0","0","0","0","0","0.9","5.1","0.0","49.3","31.9","443.0","2.5","-","-","-","-","-"
"193","Woody Marks","RB","HST","8","-","-","91.3","15","6.09","12","0","0","0","0","0","81.7","321.1","2.0","30.5","22.8","174.3","1.2","-","-","-","-","-"
"194","Brian Robinson","RB","ATL","11","-","-","90.8","15","6.05","12","0","0","0","0","0","117.5","465.9","3.2","17.8","14.5","87.4","0.4","-","-","-","-","-"
"195","Marvin Mims Jr.","WR","DEN","10","-","-","90.5","15","6.04","13","0","0","0","0","0","10.7","58.8","0.3","47.5","33.8","361.8","2.2","-","-","-","-","-"
"196","Chris Brooks","RB","GB","11","-","-","90.1","15","6.01","12","0","0","0","0","0","92.6","398.9","2.5","23.8","19.1","130.3","0.6","-","-","-","-","-"
"197","Zach Charbonnet","RB","SEA","11","-","-","88.8","9","9.86","12","0","0","0","0","0","87.4","356.2","4.3","17.1","14.2","101.9","0.6","-","-","-","-","-"
"198","Caleb Douglas","WR","MIA","6","-","-","87.8","15","5.85","13","0","0","0","0","0","-","-","-","49.9","31.6","437.5","2.1","-","-","-","-","-"
"199","Isaac TeSlaa","WR","DET","6","-","-","87.6","15","5.84","13","0","0","0","0","0","-","-","-","47.1","29.1","410.8","2.9","-","-","-","-","-"
"200","Keaton Mitchell","RB","LAC","7","-","-","86.7","14","6.19","12","0","0","0","0","0","89.6","406.1","2.3","19.0","15.4","140.1","0.5","-","-","-","-","-"
"201","Denzel Boston","WR","CLV","11","-","-","84.9","15","5.66","13","0","0","0","0","0","-","-","-","55.4","34.6","371.9","2.3","-","-","-","-","-"
"202","Darius Slayton","WR","NYG","8","-","-","84.4","15","5.63","13","0","0","0","0","0","-","-","-","45.8","27.7","422.5","2.4","-","-","-","-","-"
"203","Troy Franklin","WR","DEN","10","-","-","83.8","15","5.59","13","0","0","0","0","0","2.8","12.9","0.0","47.4","29.5","360.8","2.8","-","-","-","-","-"
"204","Ja'Tavion Sanders","TE","CAR","5","-","-","83.7","15","5.58","8","0","0","0","0","0","-","-","-","46.2","36.4","338.8","2.3","-","-","-","-","-"
"205","Darnell Mooney","WR","NYG","8","-","-","83.5","15","5.57","13","0","0","0","0","0","-","-","-","51.2","30.8","399.6","2.1","-","-","-","-","-"
"206","Cole Kmet","TE","CHI","10","-","-","81.8","15","5.45","8","0","0","0","0","0","-","-","-","47.4","33.5","325.3","2.6","-","-","-","-","-"
"207","Christian Kirk","WR","SF","8","-","-","79.8","15","5.32","14","0","0","0","0","0","-","-","-","45.5","30.0","370.6","2.2","-","-","-","-","-"
"208","Andrei Iosivas","WR","CIN","6","-","-","78.7","15","5.25","14","0","0","0","0","0","0.9","5.1","0.0","49.7","31.0","320.9","2.5","-","-","-","-","-"
"209","Theo Johnson","TE","NYG","8","-","-","78.1","14","5.58","8","0","0","0","0","0","-","-","-","42.7","29.3","340.2","2.5","-","-","-","-","-"
"210","Josh Palmer","WR","BUF","7","-","-","77.3","15","5.16","14","0","0","0","0","0","-","-","-","44.3","29.3","352.1","2.2","-","-","-","-","-"
"211","David Njoku","TE","LAC","7","-","-","77.2","14","5.52","8","0","0","0","0","0","-","-","-","44.2","32.8","294.5","2.5","-","-","-","-","-"
"212","Jonah Coleman","RB","DEN","10","-","-","77.1","15","5.14","13","0","0","0","0","0","67.6","286.7","2.1","24.2","19.6","132.8","0.6","-","-","-","-","-"
"213","Chris Bell","WR","MIA","6","-","-","76.9","13","5.92","14","0","0","0","0","0","-","-","-","43.2","28.3","379.1","1.8","-","-","-","-","-"
"214","Mike Washington Jr.","RB","LV","13","-","-","76.0","15","5.07","13","0","0","0","0","0","88.4","348.5","2.1","18.3","14.8","112.9","0.6","-","-","-","-","-"
"215","Pat Bryant","WR","DEN","10","-","-","75.4","15","5.03","14","0","0","0","0","0","-","-","-","41.7","27.2","361.0","2.0","-","-","-","-","-"
"216","Chris Rodriguez Jr.","RB","JAX","7","-","-","75.1","14","5.36","13","0","0","0","0","0","89.3","384.4","3.5","6.5","5.2","79.7","0.4","-","-","-","-","-"
"217","Kalif Raymond","WR","CHI","10","-","-","74.6","15","4.97","14","0","0","0","0","0","-","-","-","38.5","26.1","369.7","1.9","-","-","-","-","-"
"218","Zachariah Branch","WR","ATL","11","-","-","73.0","15","4.87","14","0","0","0","0","0","4.0","23.0","0.2","41.0","26.0","326.2","1.9","-","-","-","-","-"
"219","Olamide Zaccheaus","WR","ATL","11","-","-","71.9","15","4.79","14","0","0","0","0","0","-","-","-","50.7","32.2","284.5","1.9","-","-","-","-","-"
"220","Xavier Hutchinson","WR","HST","8","-","-","71.9","15","4.79","14","0","0","0","0","0","1.8","11.2","0.0","44.6","27.0","320.1","2.0","-","-","-","-","-"
"221","Jordan Mason","RB","MIN","6","-","-","71.3","14","5.09","13","0","0","0","0","0","91.3","415.1","3.5","7.1","5.9","28.4","0.1","-","-","-","-","-"
"222","Jahan Dotson","WR","ATL","11","-","-","71.2","15","4.75","14","0","0","0","0","0","-","-","-","48.3","28.3","314.3","1.9","-","-","-","-","-"
"223","Dawson Knox","TE","BUF","7","-","-","70.3","15","4.69","8","0","0","0","0","0","-","-","-","30.6","23.0","304.8","2.8","-","-","-","-","-"
"224","Alvin Kamara","RB","NO","8","-","-","70.2","10","7.02","13","0","0","0","0","0","79.4","296.0","1.5","20.8","17.3","117.3","0.4","-","-","-","-","-"
"225","De'Zhaun Stribling","WR","SF","8","-","-","69.8","15","4.66","14","0","0","0","0","0","-","-","-","39.5","25.8","323.2","2.0","-","-","-","-","-"
"226","Xavier Legette","WR","CAR","5","-","-","69.0","15","4.60","14","0","0","0","0","0","2.5","13.3","0.0","47.6","28.6","273.3","2.0","-","-","-","-","-"
"227","Tyler Higbee","TE","LA","11","-","-","68.9","14","4.92","8","0","0","0","0","0","-","-","-","40.0","28.8","266.8","2.3","-","-","-","-","-"
"228","Tre Harris","WR","LAC","7","-","-","68.6","15","4.58","14","0","0","0","0","0","2.4","14.0","0.1","35.2","23.7","318.3","1.9","-","-","-","-","-"
"229","DJ Giddens","RB","IND","13","-","-","68.6","15","4.57","13","0","0","0","0","0","74.4","308.0","1.8","16.3","13.2","110.5","0.5","-","-","-","-","-"
"230","LeQuint Allen Jr.","RB","JAX","7","-","-","68.4","15","4.56","13","0","0","0","0","0","39.1","154.9","0.9","30.6","25.1","180.1","0.8","-","-","-","-","-"
"231","Isaiah Davis","RB","NYJ","13","-","-","68.3","14","4.88","13","0","0","0","0","0","58.9","262.4","1.3","19.0","15.7","151.3","0.6","-","-","-","-","-"
"232","Chris Brazzell II","WR","CAR","5","-","-","68.3","15","4.55","14","0","0","0","0","0","-","-","-","37.7","23.5","337.3","1.9","-","-","-","-","-"
"233","Nick Westbrook-Ikhine","WR","IND","13","-","-","66.9","15","4.46","14","0","0","0","0","0","-","-","-","45.8","27.9","281.6","1.8","-","-","-","-","-"
"234","Matthew Hibner","TE","BLT","13","-","-","66.4","15","4.43","9","0","0","0","0","0","-","-","-","35.2","26.0","267.9","2.3","-","-","-","-","-"
"235","Demond Claiborne","RB","MIN","6","-","-","65.4","15","4.36","13","0","0","0","0","0","73.1","310.2","1.9","13.6","11.2","103.0","0.4","-","-","-","-","-"
"236","Chimere Dike","WR","TEN","9","-","-","65.0","15","4.34","14","0","0","0","0","0","9.8","38.6","0.3","32.6","21.1","261.1","2.0","-","-","-","-","-"
"237","Tyler Allgeier","RB","ARZ","14","-","-","64.3","15","4.29","13","0","0","0","0","0","89.9","380.3","2.9","5.4","4.4","39.8","0.1","-","-","-","-","-"
"238","Emmett Johnson","RB","KC","5","-","-","64.3","15","4.29","13","0","0","0","0","0","70.4","298.7","1.9","13.7","11.1","98.1","0.6","-","-","-","-","-"
"239","Jaylen Wright","RB","MIA","6","-","-","63.7","14","4.55","13","0","0","0","0","0","65.4","270.5","1.7","17.9","14.4","98.1","0.5","-","-","-","-","-"
"240","Elijah Sarratt","WR","BLT","13","-","-","63.7","10","6.37","15","0","0","0","0","0","-","-","-","34.5","22.5","309.4","1.7","-","-","-","-","-"
"241","Zavion Thomas","WR","CHI","10","-","-","63.3","15","4.22","15","0","0","0","0","0","11.8","68.4","0.2","29.9","18.6","279.4","1.5","-","-","-","-","-"
"242","Colbie Young","WR","CIN","6","-","-","63.3","15","4.22","15","0","0","0","0","0","-","-","-","35.0","22.2","298.9","1.9","-","-","-","-","-"
"243","George Holani","RB","SEA","11","-","-","63.2","13","4.86","13","0","0","0","0","0","51.7","209.7","1.2","22.1","18.3","133.3","0.6","-","-","-","-","-"
"244","Jordan James","RB","SF","8","-","-","62.9","15","4.19","13","0","0","0","0","0","73.6","318.6","1.8","11.6","9.7","87.2","0.4","-","-","-","-","-"
"245","Jalen Royals","WR","KC","5","-","-","62.5","15","4.17","15","0","0","0","0","0","-","-","-","36.5","23.9","269.0","2.0","-","-","-","-","-"
"246","Jack Bech","WR","LV","13","-","-","62.3","15","4.16","15","0","0","0","0","0","-","-","-","36.0","22.9","295.9","1.7","-","-","-","-","-"
"247","DeMario Douglas","WR","NE","11","-","-","62.3","15","4.15","15","0","0","0","0","0","3.6","18.8","0.0","29.1","20.1","310.0","1.6","-","-","-","-","-"
"248","Noah Gray","TE","KC","5","-","-","62.0","15","4.13","9","0","0","0","0","0","-","-","-","36.9","27.8","254.3","1.5","-","-","-","-","-"
"249","Tutu Atwell","WR","MIA","6","-","-","61.4","14","4.39","15","0","0","0","0","0","-","-","-","32.2","20.0","319.7","1.6","-","-","-","-","-"
"250","Anthony Richardson","QB","IND","13","-","-","60.9","4","15.23","12","112","61","755","3.7","4","24.0","127.4","1.3","-","-","-","-","-","-","-","-","-"
"251","Tyquan Thornton","WR","KC","5","-","-","60.5","15","4.04","15","0","0","0","0","0","-","-","-","35.1","19.1","301.4","1.9","-","-","-","-","-"
"252","Terrance Ferguson","TE","LA","11","-","-","60.5","15","4.03","9","0","0","0","0","0","-","-","-","33.2","21.3","257.3","2.3","-","-","-","-","-"
"253","Ja'Kobi Lane","WR","BLT","13","-","-","60.5","15","4.03","15","0","0","0","0","0","-","-","-","31.3","19.9","306.9","1.7","-","-","-","-","-"
"254","Darnell Washington","TE","PIT","9","-","-","58.4","15","3.90","9","0","0","0","0","0","-","-","-","31.8","23.9","243.8","1.7","-","-","-","-","-"
"255","Keon Coleman","WR","BUF","7","-","-","58.1","15","3.88","15","0","0","0","0","0","-","-","-","33.3","20.4","270.4","1.8","-","-","-","-","-"
"256","Greg Dortch","WR","DET","6","-","-","57.6","12","4.80","15","0","0","0","0","0","2.4","14.0","0.0","34.9","24.6","230.9","1.4","-","-","-","-","-"
"257","Calvin Austin III","WR","NYG","8","-","-","57.2","15","3.81","15","0","0","0","0","0","-","-","-","35.3","22.1","255.6","1.6","-","-","-","-","-"
"258","Tez Johnson","WR","TB","10","-","-","57.2","15","3.81","15","0","0","0","0","0","6.5","32.3","0.1","31.6","20.8","220.5","1.8","-","-","-","-","-"
"259","Elijah Arroyo","TE","SEA","11","-","-","56.8","15","3.79","9","0","0","0","0","0","-","-","-","32.2","23.9","239.5","1.5","-","-","-","-","-"
"260","Kayshon Boutte","WR","NE","11","-","-","56.7","15","3.78","15","0","0","0","0","0","-","-","-","28.2","18.2","286.2","1.7","-","-","-","-","-"
"261","Malachi Fields","WR","NYG","8","-","-","56.5","15","3.77","15","0","0","0","0","0","-","-","-","33.6","21.7","256.6","1.6","-","-","-","-","-"
"262","Jacory Croskey-Merritt","RB","WAS","7","-","-","56.4","15","3.76","14","0","0","0","0","0","82.2","347.5","1.9","6.0","4.6","45.3","0.2","-","-","-","-","-"
"263","Tommy Tremble","TE","CAR","5","-","-","55.9","14","3.99","9","0","0","0","0","0","-","-","-","30.4","22.9","224.4","1.8","-","-","-","-","-"
"264","James Conner","RB","ARZ","14","-","-","55.7","15","3.71","14","0","0","0","0","0","47.7","203.5","1.5","15.8","13.5","115.6","0.3","-","-","-","-","-"
"265","Elic Ayomanor","WR","TEN","9","-","-","55.6","15","3.71","15","0","0","0","0","0","-","-","-","36.4","21.0","242.4","1.7","-","-","-","-","-"
"266","Daniel Bellinger","TE","TEN","9","-","-","54.5","15","3.63","9","0","0","0","0","0","-","-","-","28.5","22.0","238.8","1.5","-","-","-","-","-"
"267","Tory Horton","WR","SEA","11","-","-","54.4","14","3.89","15","0","0","0","0","0","-","-","-","29.2","18.0","276.5","1.5","-","-","-","-","-"
"268","Treylon Burks","WR","WAS","7","-","-","54.3","10","5.43","15","0","0","0","0","0","-","-","-","35.0","20.0","239.4","1.7","-","-","-","-","-"
"269","Ollie Gordon II","RB","MIA","6","-","-","54.0","15","3.60","14","0","0","0","0","0","54.4","193.0","1.7","15.8","12.9","90.9","0.5","-","-","-","-","-"
"270","Noah Fant","TE","NO","8","-","-","53.6","15","3.57","9","0","0","0","0","0","-","-","-","29.4","23.2","226.2","1.3","-","-","-","-","-"
"271","Oscar Delp","TE","NO","8","-","-","52.9","15","3.53","9","0","0","0","0","0","-","-","-","29.3","21.6","231.3","1.4","-","-","-","-","-"
"272","Jake Tonges","TE","SF","8","-","-","52.4","15","3.49","9","0","0","0","0","0","-","-","-","26.2","19.4","208.8","2.0","-","-","-","-","-"
"273","Eli Stowers","TE","PHI","10","-","-","51.5","15","3.43","9","0","0","0","0","0","-","-","-","30.2","22.2","191.6","1.7","-","-","-","-","-"
"274","Ted Hurst III","WR","TB","10","-","-","51.0","15","3.40","15","0","0","0","0","0","-","-","-","27.3","17.3","235.8","1.7","-","-","-","-","-"
"275","Bryce Lance","WR","NO","8","-","-","50.7","15","3.38","15","0","0","0","0","0","-","-","-","35.1","21.9","211.1","1.3","-","-","-","-","-"
"276","Mason Taylor","TE","NYJ","13","-","-","50.0","15","3.34","10","0","0","0","0","0","-","-","-","27.7","20.8","220.8","1.2","-","-","-","-","-"
"277","Ray Davis","RB","BUF","7","-","-","49.8","15","3.32","14","0","0","0","0","0","55.9","240.5","1.5","8.9","7.3","74.7","0.4","-","-","-","-","-"
"278","Austin Hooper","TE","ATL","11","-","-","49.6","15","3.31","10","0","0","0","0","0","-","-","-","27.2","20.2","214.9","1.3","-","-","-","-","-"
"279","Skyler Bell","WR","BUF","7","-","-","49.3","15","3.29","15","0","0","0","0","0","-","-","-","25.9","16.2","242.8","1.5","-","-","-","-","-"
"280","Jaydon Blue","RB","DAL","14","-","-","48.5","10","4.85","14","0","0","0","0","0","53.9","232.0","1.4","11.2","9.2","58.7","0.4","-","-","-","-","-"
"281","Tanner Hudson","TE","CIN","6","-","-","48.2","15","3.21","10","0","0","0","0","0","-","-","-","24.1","18.4","209.6","1.5","-","-","-","-","-"
"282","Elijah Higgins","TE","ARZ","14","-","-","48.2","15","3.21","10","0","0","0","0","0","-","-","-","19.9","15.4","261.0","1.1","-","-","-","-","-"
"283","Jaylin Lane","WR","WAS","7","-","-","48.2","15","3.21","16","0","0","0","0","0","1.8","10.7","0.0","27.7","17.7","218.6","1.3","-","-","-","-","-"
"284","Mack Hollins","WR","NE","11","-","-","47.9","15","3.19","16","0","0","0","0","0","-","-","-","24.4","16.2","236.3","1.4","-","-","-","-","-"
"285","Roman Wilson","WR","PIT","9","-","-","47.8","14","3.41","16","0","0","0","0","0","-","-","-","30.7","18.5","208.4","1.4","-","-","-","-","-"
"286","J.J. McCarthy","QB","MIN","6","-","-","47.5","3","15.84","12","93","58","652","4.1","3","12.0","59.0","0.4","-","-","-","-","-","-","-","-","-"
"287","Kevin Coleman Jr.","WR","MIA","6","-","-","47.5","14","3.39","16","0","0","0","0","0","-","-","-","30.4","19.9","201.9","1.3","-","-","-","-","-"
"288","Travis Hunter","WR","JAX","7","-","-","47.0","14","3.36","16","0","0","0","0","0","2.4","12.9","0.1","24.6","15.9","208.2","1.4","-","-","-","-","-"
"289","Justin Fields","QB","KC","5","-","-","46.8","2.5","18.73","12","76","48","523","3.0","2","19.3","122.4","0.8","-","-","-","-","-","-","-","-","-"
"290","Kyle Juszczyk","RB","SF","8","-","-","46.8","15","3.12","14","0","0","0","0","0","4.4","11.7","0.1","23.1","18.8","196.8","1.1","-","-","-","-","-"
"291","Savion Williams","WR","GB","11","-","-","46.6","14","3.33","16","0","0","0","0","0","11.2","51.7","0.1","17.5","11.6","202.9","1.5","-","-","-","-","-"
"292","Braelon Allen","RB","NYJ","13","-","-","46.5","14","3.32","14","0","0","0","0","0","60.3","257.5","1.7","7.0","5.8","39.2","0.2","-","-","-","-","-"
"293","Luke Musgrave","TE","GB","11","-","-","46.5","14","3.32","10","0","0","0","0","0","-","-","-","30.4","23.0","181.0","0.9","-","-","-","-","-"
"294","Tank Bigsby","RB","PHI","10","-","-","45.1","15","3.01","14","0","0","0","0","0","53.1","230.7","1.8","7.5","6.1","40.4","0.2","-","-","-","-","-"
"295","Eli Raridon","TE","NE","11","-","-","45.1","15","3.01","10","0","0","0","0","0","-","-","-","27.0","20.2","160.6","1.5","-","-","-","-","-"
"296","Luke McCaffrey","WR","WAS","7","-","-","45.0","15","3.00","16","0","0","0","0","0","-","-","-","27.4","18.5","181.8","1.4","-","-","-","-","-"
"297","Malik Davis","RB","DAL","14","-","-","44.1","15","2.94","14","0","0","0","0","0","44.6","191.7","1.2","12.7","10.1","53.7","0.4","-","-","-","-","-"
"298","Jalen Tolbert","WR","MIA","6","-","-","43.8","14","3.13","16","0","0","0","0","0","-","-","-","23.9","14.9","211.4","1.3","-","-","-","-","-"
"299","Cyrus Allen","WR","KC","5","-","-","42.2","15","2.81","16","0","0","0","0","0","-","-","-","22.8","14.0","202.8","1.3","-","-","-","-","-"
"300","Josh Oliver","TE","MIN","6","-","-","41.1","15","2.74","10","0","0","0","0","0","-","-","-","23.6","18.0","157.3","1.3","-","-","-","-","-"
"301","Shedeur Sanders","QB","CLV","11","-","-","41.1","3","13.70","13","93","55","617","3.4","4","8.6","58.5","0.2","-","-","-","-","-","-","-","-","-"
"302","Marquise Brown","WR","PHI","10","-","-","40.9","14","2.92","16","0","0","0","0","0","-","-","-","23.8","15.2","190.4","1.1","-","-","-","-","-"
"303","Jordan Whittington","WR","LA","11","-","-","40.8","15","2.72","16","0","0","0","0","0","2.7","13.3","0.1","20.0","14.7","185.3","1.0","-","-","-","-","-"
"304","Trevor Etienne","RB","CAR","5","-","-","40.4","15","2.69","15","0","0","0","0","0","30.8","130.3","0.7","14.9","12.2","82.8","0.5","-","-","-","-","-"
"305","Jameis Winston","QB","NYG","8","-","-","40.3","2.5","16.13","13","86","53","617","3.8","3","7.5","29.1","0.1","-","-","-","-","-","-","-","-","-"
"306","Nicholas Singleton","RB","TEN","9","-","-","40.3","15","2.69","15","0","0","0","0","0","38.4","155.0","0.8","11.5","9.4","84.6","0.4","-","-","-","-","-"
"307","Tahj Brooks","RB","CIN","6","-","-","40.2","15","2.68","15","0","0","0","0","0","47.0","190.2","1.3","7.0","5.9","59.6","0.3","-","-","-","-","-"
"308","Konata Mumpfield","WR","LA","11","-","-","40.1","15","2.68","16","0","0","0","0","0","-","-","-","22.5","13.2","204.2","1.1","-","-","-","-","-"
"309","Charlie Kolar","TE","LAC","7","-","-","40.1","15","2.67","10","0","0","0","0","0","-","-","-","17.9","13.4","188.3","1.3","-","-","-","-","-"
"310","Drew Sample","TE","CIN","6","-","-","39.7","15","2.65","10","0","0","0","0","0","-","-","-","22.4","17.6","156.4","1.1","-","-","-","-","-"
"311","Seydou Traore","TE","MIA","6","-","-","39.6","15","2.64","10","0","0","0","0","0","-","-","-","21.1","15.8","162.6","1.3","-","-","-","-","-"
"312","Emanuel Wilson","RB","SEA","11","-","-","39.5","13","3.04","15","0","0","0","0","0","44.8","178.2","1.1","9.3","7.7","56.4","0.3","-","-","-","-","-"
"313","Brashard Smith","RB","KC","5","-","-","39.1","15","2.60","15","0","0","0","0","0","19.0","72.4","0.4","17.4","14.0","118.6","0.6","-","-","-","-","-"
"314","Joe Royer","TE","CLV","11","-","-","38.8","15","2.59","10","0","0","0","0","0","-","-","-","22.2","16.3","149.8","1.3","-","-","-","-","-"
"315","Isaiah Bond","WR","CLV","11","-","-","38.7","15","2.58","16","0","0","0","0","0","4.2","24.1","0.0","20.1","11.7","192.8","0.9","-","-","-","-","-"
"316","Van Jefferson","WR","WAS","7","-","-","38.0","15","2.53","16","0","0","0","0","0","-","-","-","25.3","14.9","172.8","1.0","-","-","-","-","-"
"317","Carson Beck","QB","ARZ","14","-","-","37.9","3","12.64","13","92","55","568","2.9","3","10.8","55.0","0.3","-","-","-","-","-","-","-","-","-"
"318","Devin Singletary","RB","NYG","8","-","-","37.8","15","2.52","15","0","0","0","0","0","51.7","194.3","1.1","7.4","6.2","49.8","0.1","-","-","-","-","-"
"319","Tank Dell","WR","HST","8","-","-","37.3","9","4.14","16","0","0","0","0","0","-","-","-","22.0","13.9","161.3","1.2","-","-","-","-","-"
"320","Isaiah Williams","WR","NYJ","13","-","-","36.8","14","2.63","16","0","0","0","0","0","1.6","9.3","0.0","21.8","16.0","141.1","1.0","-","-","-","-","-"
"321","Kaelon Black","RB","SF","8","-","-","36.5","15","2.43","15","0","0","0","0","0","42.0","178.1","0.9","8.3","6.9","55.5","0.2","-","-","-","-","-"
"322","Marcus Mariota","QB","WAS","7","-","-","36.2","2","18.08","13","63","39","466","2.9","2","10.4","59.4","0.4","-","-","-","-","-","-","-","-","-"
"323","Mo Alie-Cox","TE","IND","13","-","-","35.9","15","2.39","10","0","0","0","0","0","-","-","-","21.3","15.3","132.1","1.2","-","-","-","-","-"
"324","Xavier Smith","WR","LA","11","-","-","35.5","15","2.37","16","0","0","0","0","0","-","-","-","19.1","12.7","177.7","0.8","-","-","-","-","-"
"325","Kimani Vidal","RB","LAC","7","-","-","34.9","14","2.49","15","0","0","0","0","0","34.7","111.1","0.8","11.8","9.6","72.9","0.4","-","-","-","-","-"
"326","Will Shipley","RB","PHI","10","-","-","34.6","15","2.31","15","0","0","0","0","0","25.1","103.0","0.5","12.9","10.6","87.3","0.4","-","-","-","-","-"
"327","Ashton Dulin","WR","IND","13","-","-","34.5","15","2.30","16","0","0","0","0","0","3.9","24.5","0.0","16.1","10.1","172.8","0.8","-","-","-","-","-"
"328","Ben Sinnott","TE","WAS","7","-","-","34.4","15","2.30","10","0","0","0","0","0","-","-","-","18.0","13.5","138.9","1.2","-","-","-","-","-"
