"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"159","Rashid Shaheed","WR","SEA","11","WR59","152.2","124.2","15","8.28","11","0","0","0","0","0","7.0","40.0","0.2","69.2","44.2","567.1","3.1","-","-","-","-","-"
"160","J.K. Dobbins","RB","DEN","10","RB34","92.5","124.2","13","9.55","10","0","0","0","0","0","155.8","729.5","5.3","15.9","12.9","50.2","0.3","-","-","-","-","-"
"161","Antonio Williams","WR","WAS","7","WR63","168.1","119.4","15","7.96","11","0","0","0","0","0","-","-","-","72.9","47.7","535.0","3.1","-","-","-","-","-"
"162","Jonathon Brooks","RB","CAR","5","RB44","138.0","119.2","15","7.95","10","0","0","0","0","0","138.0","585.2","4.0","24.0","19.5","129.4","0.8","-","-","-","-","-"
"163","Dontayvion Wicks","WR","PHI","10","WR238","999.0","118.7","15","7.92","11","0","0","0","0","0","-","-","-","55.8","35.4","612.1","3.7","-","-","-","-","-"
"164","Michael Penix Jr.","QB","ATL","11","QB31","227.9","118.5","8","14.81","10","260","160","1804","10.3","5","20.8","78.0","0.6","-","-","-","-","-","-","-","-","-"
"165","Oronde Gadsden II","TE","LAC","7","TE9","94.7","117.3","15","7.82","5","0","0","0","0","0","-","-","-","56.6","41.9","541.4","3.6","-","-","-","-","-"
"166","Chig Okonkwo","TE","WAS","7","TE23","146.2","117.0","15","7.80","5","0","0","0","0","0","-","-","-","58.5","43.9","547.4","3.1","-","-","-","-","-"
"167","Adonai Mitchell","WR","NYJ","13","WR65","177.9","114.5","15","7.63","12","0","0","0","0","0","1.7","7.1","0.0","71.8","42.4","529.7","3.1","-","-","-","-","-"
"168","Dylan Sampson","RB","CLV","11","RB54","166.4","114.1","15","7.61","10","0","0","0","0","0","73.6","260.4","1.7","50.1","41.5","290.5","1.4","-","-","-","-","-"
"169","AJ Barner","TE","SEA","11","TE24","150.1","114.0","15","7.60","6","0","0","0","0","0","6.3","10.1","0.5","52.7","40.6","462.1","3.9","-","-","-","-","-"
"170","Justice Hill","RB","BLT","13","RB198","999.0","112.6","15","7.51","10","0","0","0","0","0","74.2","350.2","2.3","39.2","31.9","242.1","1.4","-","-","-","-","-"
"171","Rashod Bateman","WR","BLT","13","WR91","232.7","112.2","15","7.48","12","0","0","0","0","0","-","-","-","58.5","35.3","533.3","4.0","-","-","-","-","-"
"172","Kirk Cousins","QB","LV","13","QB37","999.0","111.7","7","15.95","11","241","158","1730","10.9","5","12.1","20.8","0.4","-","-","-","-","-","-","-","-","-"
"173","Gunnar Helm","TE","TEN","9","TE30","200.8","111.0","15","7.40","6","0","0","0","0","0","-","-","-","62.6","48.3","446.0","3.0","-","-","-","-","-"
"174","Ty Johnson","RB","BUF","7","RB196","999.0","108.6","15","7.24","11","0","0","0","0","0","57.9","253.1","2.1","36.8","29.7","297.3","2.0","-","-","-","-","-"
"175","Germie Bernard","WR","PIT","9","WR79","220.8","106.2","15","7.08","12","0","0","0","0","0","-","-","-","58.2","37.5","502.8","3.1","-","-","-","-","-"
"176","Tyrone Tracy Jr.","RB","NYG","8","RB48","145.3","106.0","15","7.07","11","0","0","0","0","0","105.2","446.8","2.0","30.4","25.2","187.5","1.0","-","-","-","-","-"
"177","Tyjae Spears","RB","TEN","9","RB50","151.9","105.3","14","7.52","11","0","0","0","0","0","92.5","390.9","2.2","33.0","27.8","208.4","0.8","-","-","-","-","-"
"178","Jaylin Noel","WR","HST","8","WR77","213.7","103.8","15","6.92","12","0","0","0","0","0","2.6","13.5","0.0","56.8","38.0","465.4","3.0","-","-","-","-","-"
"179","KaVontae Turpin","WR","DAL","14","WR236","999.0","102.0","15","6.80","12","0","0","0","0","0","15.5","90.1","0.4","44.3","30.6","430.8","2.9","-","-","-","-","-"
"180","Alvin Kamara","RB","NO","8","RB52","157.7","101.7","14","7.26","11","0","0","0","0","0","104.6","390.0","2.0","33.6","28.0","187.5","0.7","-","-","-","-","-"
"181","Jonnu Smith","TE","FA","","-","1100.0","101.5","15","6.77","6","0","0","0","0","0","13.0","48.5","0.9","45.6","35.0","401.6","2.7","-","-","-","-","-"
"182","Evan Engram","TE","DEN","10","TE102","999.0","99.8","15","6.66","6","0","0","0","0","0","0.7","2.9","0.0","61.4","43.2","432.9","2.2","-","-","-","-","-"
"183","Mike Gesicki","TE","CIN","6","TE109","999.0","98.2","15","6.55","7","0","0","0","0","0","-","-","-","55.5","40.2","391.2","3.2","-","-","-","-","-"
"184","Calvin Ridley","WR","TEN","9","WR85","227.7","96.8","15","6.45","13","0","0","0","0","0","-","-","-","54.7","31.2","489.2","2.8","-","-","-","-","-"
"185","Greg Dulcich","TE","MIA","6","TE113","999.0","96.0","12","8.00","7","0","0","0","0","0","-","-","-","48.1","36.0","444.1","2.6","-","-","-","-","-"
"186","Kaytron Allen","RB","WAS","7","RB60","181.2","94.9","15","6.32","11","0","0","0","0","0","124.9","530.0","3.2","14.2","11.8","96.0","0.5","-","-","-","-","-"
"187","Malik Washington","WR","MIA","6","WR140","999.0","94.7","15","6.31","13","0","0","0","0","0","9.3","54.5","0.3","54.8","39.8","350.8","2.1","-","-","-","-","-"
"188","Samaje Perine","RB","CIN","6","RB203","999.0","94.4","15","6.30","11","0","0","0","0","0","94.3","403.6","2.7","23.5","20.1","144.5","0.7","-","-","-","-","-"
"189","Michael Mayer","TE","LV","13","TE128","999.0","94.1","14","6.72","7","0","0","0","0","0","-","-","-","54.3","38.8","411.6","2.4","-","-","-","-","-"
"190","Colby Parkinson","TE","LA","11","TE29","200.2","94.0","15","6.26","7","0","0","0","0","0","-","-","-","46.0","34.4","373.0","3.7","-","-","-","-","-"
"191","Devaughn Vele","WR","NO","8","WR95","239.8","93.5","14","6.68","13","0","0","0","0","0","-","-","-","54.7","36.3","415.8","2.6","-","-","-","-","-"
"192","Keenan Allen","WR","LAC","7","-","1155.0","92.4","14","6.60","13","0","0","0","0","0","-","-","-","59.7","40.2","375.8","2.5","-","-","-","-","-"
"193","Kendrick Bourne","WR","ARZ","14","WR158","999.0","91.6","15","6.10","13","0","0","0","0","0","0.9","5.1","0.0","49.3","31.9","443.0","2.5","-","-","-","-","-"
"194","Woody Marks","RB","HST","8","RB45","141.2","91.3","15","6.09","12","0","0","0","0","0","81.7","321.1","2.0","30.5","22.8","174.3","1.2","-","-","-","-","-"
"195","Brian Robinson","RB","ATL","11","RB39","123.8","90.8","15","6.05","12","0","0","0","0","0","117.5","465.9","3.2","17.8","14.5","87.4","0.4","-","-","-","-","-"
"196","Marvin Mims Jr.","WR","DEN","10","WR78","219.5","90.5","15","6.04","13","0","0","0","0","0","10.7","58.8","0.3","47.5","33.8","361.8","2.2","-","-","-","-","-"
"197","Chris Brooks","RB","GB","11","RB119","999.0","90.1","15","6.01","12","0","0","0","0","0","92.6","398.9","2.5","23.8","19.1","130.3","0.6","-","-","-","-","-"
"198","Zach Charbonnet","RB","SEA","11","RB40","125.8","88.8","9","9.86","12","0","0","0","0","0","87.4","356.2","4.3","17.1","14.2","101.9","0.6","-","-","-","-","-"
"199","Isaac TeSlaa","WR","DET","6","WR72","198.6","87.6","15","5.84","13","0","0","0","0","0","-","-","-","47.1","29.1","410.8","2.9","-","-","-","-","-"
"200","Caleb Douglas","WR","MIA","6","WR373","999.0","86.8","15","5.78","13","0","0","0","0","0","-","-","-","49.0","31.1","433.8","2.1","-","-","-","-","-"
"201","Keaton Mitchell","RB","LAC","7","RB53","164.9","86.7","14","6.19","12","0","0","0","0","0","89.6","406.1","2.3","19.0","15.4","140.1","0.5","-","-","-","-","-"
"202","Denzel Boston","WR","CLV","11","WR57","147.5","84.9","15","5.66","13","0","0","0","0","0","-","-","-","55.4","34.6","371.9","2.3","-","-","-","-","-"
"203","Darius Slayton","WR","NYG","8","WR174","999.0","84.4","15","5.63","13","0","0","0","0","0","-","-","-","45.8","27.7","422.5","2.4","-","-","-","-","-"
"204","Troy Franklin","WR","DEN","10","WR68","184.7","83.8","15","5.59","13","0","0","0","0","0","2.8","12.9","0.0","47.4","29.5","360.8","2.8","-","-","-","-","-"
"205","Ja'Tavion Sanders","TE","CAR","5","TE37","999.0","83.7","15","5.58","7","0","0","0","0","0","-","-","-","46.2","36.4","338.8","2.3","-","-","-","-","-"
"206","Darnell Mooney","WR","NYG","8","WR80","221.1","83.5","15","5.57","13","0","0","0","0","0","-","-","-","51.2","30.8","399.6","2.1","-","-","-","-","-"
"207","Cole Kmet","TE","CHI","10","TE86","999.0","81.8","15","5.45","8","0","0","0","0","0","-","-","-","47.4","33.5","325.3","2.6","-","-","-","-","-"
"208","Christian Kirk","WR","SF","8","WR96","241.7","79.8","15","5.32","14","0","0","0","0","0","-","-","-","45.5","30.0","370.6","2.2","-","-","-","-","-"
"209","Tyquan Thornton","WR","KC","5","WR222","999.0","79.6","15","5.30","14","0","0","0","0","0","-","-","-","40.6","22.0","405.9","2.8","-","-","-","-","-"
"210","Andrei Iosivas","WR","CIN","6","WR146","999.0","78.7","15","5.25","14","0","0","0","0","0","0.9","5.1","0.0","49.7","31.0","320.9","2.5","-","-","-","-","-"
"211","Theo Johnson","TE","NYG","8","TE32","232.2","78.1","14","5.58","8","0","0","0","0","0","-","-","-","42.7","29.3","340.2","2.5","-","-","-","-","-"
"212","Josh Palmer","WR","BUF","7","WR265","999.0","77.3","15","5.16","14","0","0","0","0","0","-","-","-","44.3","29.3","352.1","2.2","-","-","-","-","-"
"213","David Njoku","TE","LAC","7","TE27","172.4","77.2","14","5.52","8","0","0","0","0","0","-","-","-","44.2","32.8","294.5","2.5","-","-","-","-","-"
"214","Chris Bell","WR","MIA","6","WR90","231.4","76.0","13","5.85","14","0","0","0","0","0","-","-","-","42.5","27.8","375.9","1.8","-","-","-","-","-"
"215","Mike Washington Jr.","RB","LV","13","RB58","179.1","76.0","15","5.07","13","0","0","0","0","0","88.4","348.5","2.1","18.3","14.8","112.9","0.6","-","-","-","-","-"
"216","Pat Bryant","WR","DEN","10","-","1275.0","75.4","15","5.03","14","0","0","0","0","0","-","-","-","41.7","27.2","361.0","2.0","-","-","-","-","-"
"217","Chris Rodriguez Jr.","RB","JAX","7","RB46","141.6","75.1","14","5.36","13","0","0","0","0","0","89.3","384.4","3.5","6.5","5.2","79.7","0.4","-","-","-","-","-"
"218","Jonah Coleman","RB","DEN","10","RB47","145.0","75.0","15","5.00","13","0","0","0","0","0","64.0","271.6","2.0","24.2","19.6","132.8","0.6","-","-","-","-","-"
"219","Kalif Raymond","WR","CHI","10","WR153","999.0","74.6","15","4.97","14","0","0","0","0","0","-","-","-","38.5","26.1","369.7","1.9","-","-","-","-","-"
"220","Zachariah Branch","WR","ATL","11","WR67","180.4","73.0","15","4.87","14","0","0","0","0","0","4.0","23.0","0.2","41.0","26.0","326.2","1.9","-","-","-","-","-"
"221","Olamide Zaccheaus","WR","ATL","11","WR176","999.0","71.9","15","4.79","14","0","0","0","0","0","-","-","-","50.7","32.2","284.5","1.9","-","-","-","-","-"
"222","Xavier Hutchinson","WR","HST","8","WR143","999.0","71.9","15","4.79","14","0","0","0","0","0","1.8","11.2","0.0","44.6","27.0","320.1","2.0","-","-","-","-","-"
"223","Jordan Mason","RB","MIN","6","RB42","130.5","71.3","14","5.09","13","0","0","0","0","0","91.3","415.1","3.5","7.1","5.9","28.4","0.1","-","-","-","-","-"
"224","Jahan Dotson","WR","ATL","11","WR214","999.0","71.2","15","4.75","14","0","0","0","0","0","-","-","-","48.3","28.3","314.3","1.9","-","-","-","-","-"
"225","Dawson Knox","TE","BUF","7","TE79","999.0","70.3","15","4.69","8","0","0","0","0","0","-","-","-","30.6","23.0","304.8","2.8","-","-","-","-","-"
"226","De'Zhaun Stribling","WR","SF","8","WR74","202.4","69.8","15","4.66","14","0","0","0","0","0","-","-","-","39.5","25.8","323.2","2.0","-","-","-","-","-"
"227","Xavier Legette","WR","CAR","5","WR117","999.0","69.0","15","4.60","14","0","0","0","0","0","2.5","13.3","0.0","47.6","28.6","273.3","2.0","-","-","-","-","-"
"228","Tyler Higbee","TE","LA","11","TE97","999.0","68.9","14","4.92","8","0","0","0","0","0","-","-","-","40.0","28.8","266.8","2.3","-","-","-","-","-"
"229","Tre Harris","WR","LAC","7","WR70","194.5","68.6","15","4.58","14","0","0","0","0","0","2.4","14.0","0.1","35.2","23.7","318.3","1.9","-","-","-","-","-"
"230","DJ Giddens","RB","IND","13","RB128","999.0","68.6","15","4.57","13","0","0","0","0","0","74.4","308.0","1.8","16.3","13.2","110.5","0.5","-","-","-","-","-"
"231","LeQuint Allen Jr.","RB","JAX","7","RB86","999.0","68.4","15","4.56","13","0","0","0","0","0","39.1","154.9","0.9","30.6","25.1","180.1","0.8","-","-","-","-","-"
"232","Isaiah Davis","RB","NYJ","13","RB115","999.0","68.3","14","4.88","13","0","0","0","0","0","58.9","262.4","1.3","19.0","15.7","151.3","0.6","-","-","-","-","-"
"233","Chris Brazzell II","WR","CAR","5","WR89","230.8","68.3","15","4.55","14","0","0","0","0","0","-","-","-","37.7","23.5","337.3","1.9","-","-","-","-","-"
"234","Nick Westbrook-Ikhine","WR","IND","13","WR256","999.0","66.9","15","4.46","14","0","0","0","0","0","-","-","-","45.8","27.9","281.6","1.8","-","-","-","-","-"
"235","Matthew Hibner","TE","BLT","13","TE164","999.0","66.4","15","4.43","9","0","0","0","0","0","-","-","-","35.2","26.0","267.9","2.3","-","-","-","-","-"
"236","Demond Claiborne","RB","MIN","6","RB69","218.3","65.4","15","4.36","13","0","0","0","0","0","73.1","310.2","1.9","13.6","11.2","103.0","0.4","-","-","-","-","-"
"237","Chimere Dike","WR","TEN","9","WR88","229.4","65.0","15","4.34","14","0","0","0","0","0","9.8","38.6","0.3","32.6","21.1","261.1","2.0","-","-","-","-","-"
"238","Emmett Johnson","RB","KC","5","RB49","149.7","64.3","15","4.29","13","0","0","0","0","0","69.7","295.7","1.8","14.0","11.4","99.2","0.6","-","-","-","-","-"
"239","Tyler Allgeier","RB","ARZ","14","RB43","132.5","64.3","15","4.29","13","0","0","0","0","0","89.9","380.3","2.9","5.4","4.4","39.8","0.1","-","-","-","-","-"
"240","Elijah Sarratt","WR","BLT","13","WR87","229.2","63.7","10","6.37","15","0","0","0","0","0","-","-","-","34.5","22.5","309.4","1.7","-","-","-","-","-"
"241","Zavion Thomas","WR","CHI","10","-","1400.0","63.3","15","4.22","15","0","0","0","0","0","11.8","68.4","0.2","29.9","18.6","279.4","1.5","-","-","-","-","-"
"242","Colbie Young","WR","CIN","6","-","1405.0","63.3","15","4.22","15","0","0","0","0","0","-","-","-","35.0","22.2","298.9","1.9","-","-","-","-","-"
"243","George Holani","RB","SEA","11","RB134","999.0","63.2","13","4.86","13","0","0","0","0","0","51.7","209.7","1.2","22.1","18.3","133.3","0.6","-","-","-","-","-"
"244","Noah Gray","TE","KC","5","TE139","999.0","63.0","15","4.20","9","0","0","0","0","0","-","-","-","37.8","28.5","257.1","1.5","-","-","-","-","-"
"245","Jaylen Wright","RB","MIA","6","RB67","215.1","63.0","14","4.50","13","0","0","0","0","0","64.8","268.2","1.6","17.6","14.2","97.2","0.5","-","-","-","-","-"
"246","Jordan James","RB","SF","8","RB129","999.0","62.9","15","4.19","13","0","0","0","0","0","73.6","318.6","1.8","11.6","9.7","87.2","0.4","-","-","-","-","-"
"247","Jack Bech","WR","LV","13","WR94","238.2","62.3","15","4.16","15","0","0","0","0","0","-","-","-","36.0","22.9","295.9","1.7","-","-","-","-","-"
"248","DeMario Douglas","WR","NE","11","WR243","999.0","62.3","15","4.15","15","0","0","0","0","0","3.6","18.8","0.0","29.1","20.1","310.0","1.6","-","-","-","-","-"
"249","Anthony Richardson","QB","IND","13","QB77","999.0","60.9","4","15.23","12","112","61","755","3.7","4","24.0","127.4","1.3","-","-","-","-","-","-","-","-","-"
"250","Tutu Atwell","WR","MIA","6","WR244","999.0","60.7","14","4.34","15","0","0","0","0","0","-","-","-","31.7","19.6","317.0","1.6","-","-","-","-","-"
"251","Terrance Ferguson","TE","LA","11","TE25","158.7","60.5","15","4.03","9","0","0","0","0","0","-","-","-","33.2","21.3","257.3","2.3","-","-","-","-","-"
"252","Ja'Kobi Lane","WR","BLT","13","WR71","197.8","60.5","15","4.03","15","0","0","0","0","0","-","-","-","31.3","19.9","306.9","1.7","-","-","-","-","-"
"253","Darnell Washington","TE","PIT","9","TE126","999.0","58.4","15","3.90","9","0","0","0","0","0","-","-","-","31.8","23.9","243.8","1.7","-","-","-","-","-"
"254","Keon Coleman","WR","BUF","7","WR92","234.8","58.1","15","3.88","15","0","0","0","0","0","-","-","-","33.3","20.4","270.4","1.8","-","-","-","-","-"
"255","Greg Dortch","WR","DET","6","WR173","999.0","57.6","12","4.80","15","0","0","0","0","0","2.4","14.0","0.0","34.9","24.6","230.9","1.4","-","-","-","-","-"
"256","Calvin Austin III","WR","NYG","8","WR215","999.0","57.2","15","3.81","15","0","0","0","0","0","-","-","-","35.3","22.1","255.6","1.6","-","-","-","-","-"
"257","Elijah Arroyo","TE","SEA","11","TE211","999.0","56.8","15","3.79","9","0","0","0","0","0","-","-","-","32.2","23.9","239.5","1.5","-","-","-","-","-"
"258","Kayshon Boutte","WR","NE","11","WR66","178.7","56.7","15","3.78","15","0","0","0","0","0","-","-","-","28.2","18.2","286.2","1.7","-","-","-","-","-"
"259","Malachi Fields","WR","NYG","8","WR97","242.4","56.5","15","3.77","15","0","0","0","0","0","-","-","-","33.6","21.7","256.6","1.6","-","-","-","-","-"
"260","Jacory Croskey-Merritt","RB","WAS","7","RB38","114.9","56.4","15","3.76","14","0","0","0","0","0","82.2","347.5","1.9","6.0","4.6","45.3","0.2","-","-","-","-","-"
"261","Tommy Tremble","TE","CAR","5","TE137","999.0","55.9","14","3.99","9","0","0","0","0","0","-","-","-","30.4","22.9","224.4","1.8","-","-","-","-","-"
"262","James Conner","RB","ARZ","14","RB51","152.2","55.7","15","3.71","14","0","0","0","0","0","47.7","203.5","1.5","15.8","13.5","115.6","0.3","-","-","-","-","-"
"263","Elic Ayomanor","WR","TEN","9","WR73","199.8","55.6","15","3.71","15","0","0","0","0","0","-","-","-","36.4","21.0","242.4","1.7","-","-","-","-","-"
"264","Jalen Royals","WR","KC","5","WR315","999.0","55.5","15","3.70","15","0","0","0","0","0","-","-","-","37.3","24.4","216.3","1.6","-","-","-","-","-"
"265","Daniel Bellinger","TE","TEN","9","TE118","999.0","54.5","15","3.63","9","0","0","0","0","0","-","-","-","28.5","22.0","238.8","1.5","-","-","-","-","-"
"266","Tory Horton","WR","SEA","11","WR86","228.7","54.4","14","3.89","15","0","0","0","0","0","-","-","-","29.2","18.0","276.5","1.5","-","-","-","-","-"
"267","Treylon Burks","WR","WAS","7","WR216","999.0","54.3","10","5.43","15","0","0","0","0","0","-","-","-","35.0","20.0","239.4","1.7","-","-","-","-","-"
"268","Noah Fant","TE","NO","8","TE77","999.0","53.6","15","3.57","9","0","0","0","0","0","-","-","-","29.4","23.2","226.2","1.3","-","-","-","-","-"
"269","Ollie Gordon II","RB","MIA","6","RB124","999.0","53.4","15","3.56","14","0","0","0","0","0","53.9","191.3","1.7","15.6","12.6","90.1","0.5","-","-","-","-","-"
"270","Oscar Delp","TE","NO","8","TE161","999.0","52.9","15","3.53","9","0","0","0","0","0","-","-","-","29.3","21.6","231.3","1.4","-","-","-","-","-"
"271","Jake Tonges","TE","SF","8","TE28","191.4","52.4","15","3.49","9","0","0","0","0","0","-","-","-","26.2","19.4","208.8","2.0","-","-","-","-","-"
"272","Eli Stowers","TE","PHI","10","-","1555.0","51.5","15","3.43","9","0","0","0","0","0","-","-","-","30.2","22.2","191.6","1.7","-","-","-","-","-"
"273","Ted Hurst III","WR","TB","10","WR83","223.5","51.0","15","3.40","15","0","0","0","0","0","-","-","-","27.3","17.3","235.8","1.7","-","-","-","-","-"
"274","Bryce Lance","WR","NO","8","-","1565.0","50.7","15","3.38","15","0","0","0","0","0","-","-","-","35.1","21.9","211.1","1.3","-","-","-","-","-"
"275","Mason Taylor","TE","NYJ","13","TE31","224.3","50.0","15","3.34","10","0","0","0","0","0","-","-","-","27.7","20.8","220.8","1.2","-","-","-","-","-"
"276","Ray Davis","RB","BUF","7","RB65","208.6","49.8","15","3.32","14","0","0","0","0","0","55.9","240.5","1.5","8.9","7.3","74.7","0.4","-","-","-","-","-"
"277","Austin Hooper","TE","ATL","11","TE94","999.0","49.6","15","3.31","10","0","0","0","0","0","-","-","-","27.2","20.2","214.9","1.3","-","-","-","-","-"
"278","Tez Johnson","WR","TB","10","WR312","999.0","49.5","15","3.30","15","0","0","0","0","0","6.5","32.3","0.1","27.1","17.9","189.1","1.5","-","-","-","-","-"
"279","Skyler Bell","WR","BUF","7","-","1590.0","49.3","15","3.29","15","0","0","0","0","0","-","-","-","25.9","16.2","242.8","1.5","-","-","-","-","-"
"280","Jaydon Blue","RB","DAL","14","RB72","236.6","48.5","10","4.85","14","0","0","0","0","0","53.9","232.0","1.4","11.2","9.2","58.7","0.4","-","-","-","-","-"
"281","Tanner Hudson","TE","CIN","6","TE76","999.0","48.2","15","3.21","10","0","0","0","0","0","-","-","-","24.1","18.4","209.6","1.5","-","-","-","-","-"
"282","Elijah Higgins","TE","ARZ","14","TE66","999.0","48.2","15","3.21","10","0","0","0","0","0","-","-","-","19.9","15.4","261.0","1.1","-","-","-","-","-"
"283","Jaylin Lane","WR","WAS","7","WR306","999.0","48.2","15","3.21","16","0","0","0","0","0","1.8","10.7","0.0","27.7","17.7","218.6","1.3","-","-","-","-","-"
"284","Mack Hollins","WR","NE","11","WR155","999.0","47.9","15","3.19","16","0","0","0","0","0","-","-","-","24.4","16.2","236.3","1.4","-","-","-","-","-"
"285","Roman Wilson","WR","PIT","9","WR113","999.0","47.8","14","3.41","16","0","0","0","0","0","-","-","-","30.7","18.5","208.4","1.4","-","-","-","-","-"
"286","J.J. McCarthy","QB","MIN","6","QB29","224.2","47.5","3","15.84","12","93","58","652","4.1","3","12.0","59.0","0.4","-","-","-","-","-","-","-","-","-"
"287","Travis Hunter","WR","JAX","7","WR60","160.2","47.0","14","3.36","16","0","0","0","0","0","2.4","12.9","0.1","24.6","15.9","208.2","1.4","-","-","-","-","-"
"288","Kevin Coleman Jr.","WR","MIA","6","-","1635.0","46.9","14","3.35","16","0","0","0","0","0","-","-","-","29.9","19.6","200.2","1.3","-","-","-","-","-"
"289","Kyle Juszczyk","RB","SF","8","-","1640.0","46.8","15","3.12","14","0","0","0","0","0","4.4","11.7","0.1","23.1","18.8","196.8","1.1","-","-","-","-","-"
"290","Savion Williams","WR","GB","11","WR311","999.0","46.6","14","3.33","16","0","0","0","0","0","11.2","51.7","0.1","17.5","11.6","202.9","1.5","-","-","-","-","-"
"291","Braelon Allen","RB","NYJ","13","RB56","174.1","46.5","14","3.32","14","0","0","0","0","0","60.3","257.5","1.7","7.0","5.8","39.2","0.2","-","-","-","-","-"
"292","Luke Musgrave","TE","GB","11","TE127","999.0","46.5","14","3.32","10","0","0","0","0","0","-","-","-","30.4","23.0","181.0","0.9","-","-","-","-","-"
"293","Tank Bigsby","RB","PHI","10","RB62","187.7","45.1","15","3.01","14","0","0","0","0","0","53.1","230.7","1.8","7.5","6.1","40.4","0.2","-","-","-","-","-"
"294","Eli Raridon","TE","NE","11","TE209","999.0","45.1","15","3.01","10","0","0","0","0","0","-","-","-","27.0","20.2","160.6","1.5","-","-","-","-","-"
"295","Luke McCaffrey","WR","WAS","7","WR107","999.0","45.0","15","3.00","16","0","0","0","0","0","-","-","-","27.4","18.5","181.8","1.4","-","-","-","-","-"
"296","Malik Davis","RB","DAL","14","RB157","999.0","44.1","15","2.94","14","0","0","0","0","0","44.6","191.7","1.2","12.7","10.1","53.7","0.4","-","-","-","-","-"
"297","Jalen Tolbert","WR","MIA","6","WR229","999.0","43.3","14","3.09","16","0","0","0","0","0","-","-","-","23.5","14.7","209.6","1.3","-","-","-","-","-"
"298","Cyrus Allen","WR","KC","5","-","1685.0","42.8","15","2.85","16","0","0","0","0","0","-","-","-","23.3","14.3","205.1","1.4","-","-","-","-","-"
"299","Josh Oliver","TE","MIN","6","TE81","999.0","41.1","15","2.74","10","0","0","0","0","0","-","-","-","23.6","18.0","157.3","1.3","-","-","-","-","-"
"300","Shedeur Sanders","QB","CLV","11","QB30","225.8","41.1","3","13.70","13","93","55","617","3.4","4","8.6","58.5","0.2","-","-","-","-","-","-","-","-","-"
"301","Marquise Brown","WR","PHI","10","WR170","999.0","40.9","14","2.92","16","0","0","0","0","0","-","-","-","23.8","15.2","190.4","1.1","-","-","-","-","-"
"302","Jordan Whittington","WR","LA","11","WR120","999.0","40.8","15","2.72","16","0","0","0","0","0","2.7","13.3","0.1","20.0","14.7","185.3","1.0","-","-","-","-","-"
"303","Trevor Etienne","RB","CAR","5","RB87","999.0","40.4","15","2.69","15","0","0","0","0","0","30.8","130.3","0.7","14.9","12.2","82.8","0.5","-","-","-","-","-"
"304","Jameis Winston","QB","NYG","8","QB112","999.0","40.3","2.5","16.13","13","86","53","617","3.8","3","7.5","29.1","0.1","-","-","-","-","-","-","-","-","-"
"305","Nicholas Singleton","RB","TEN","9","RB57","176.4","40.3","15","2.69","15","0","0","0","0","0","38.4","155.0","0.8","11.5","9.4","84.6","0.4","-","-","-","-","-"
"306","Tahj Brooks","RB","CIN","6","RB85","999.0","40.2","15","2.68","15","0","0","0","0","0","47.0","190.2","1.3","7.0","5.9","59.6","0.3","-","-","-","-","-"
"307","Konata Mumpfield","WR","LA","11","WR325","999.0","40.1","15","2.68","16","0","0","0","0","0","-","-","-","22.5","13.2","204.2","1.1","-","-","-","-","-"
"308","Charlie Kolar","TE","LAC","7","TE120","999.0","40.1","15","2.67","10","0","0","0","0","0","-","-","-","17.9","13.4","188.3","1.3","-","-","-","-","-"
"309","Drew Sample","TE","CIN","6","TE73","999.0","39.7","15","2.65","10","0","0","0","0","0","-","-","-","22.4","17.6","156.4","1.1","-","-","-","-","-"
"310","Emanuel Wilson","RB","SEA","11","RB64","203.3","39.5","13","3.04","15","0","0","0","0","0","44.8","178.2","1.1","9.3","7.7","56.4","0.3","-","-","-","-","-"
"311","Brashard Smith","RB","KC","5","RB71","226.3","39.5","15","2.63","15","0","0","0","0","0","18.8","71.6","0.4","17.9","14.4","120.0","0.6","-","-","-","-","-"
"312","Seydou Traore","TE","MIA","6","TE214","999.0","39.2","15","2.61","10","0","0","0","0","0","-","-","-","20.7","15.5","161.3","1.3","-","-","-","-","-"
"313","Joe Royer","TE","CLV","11","TE217","999.0","38.8","15","2.59","10","0","0","0","0","0","-","-","-","22.2","16.3","149.8","1.3","-","-","-","-","-"
"314","Isaiah Bond","WR","CLV","11","WR314","999.0","38.7","15","2.58","16","0","0","0","0","0","4.2","24.1","0.0","20.1","11.7","192.8","0.9","-","-","-","-","-"
"315","Van Jefferson","WR","WAS","7","WR247","999.0","38.0","15","2.53","16","0","0","0","0","0","-","-","-","25.3","14.9","172.8","1.0","-","-","-","-","-"
"316","Carson Beck","QB","ARZ","14","QB99","999.0","37.9","3","12.64","13","92","55","568","2.9","3","10.8","55.0","0.3","-","-","-","-","-","-","-","-","-"
"317","Devin Singletary","RB","NYG","8","RB195","999.0","37.8","15","2.52","15","0","0","0","0","0","51.7","194.3","1.1","7.4","6.2","49.8","0.1","-","-","-","-","-"
"318","Justin Fields","QB","KC","5","QB87","999.0","37.4","2","18.71","13","61","38","418","2.4","2","15.3","97.7","0.6","-","-","-","-","-","-","-","-","-"
"319","Tank Dell","WR","HST","8","WR75","206.7","37.3","9","4.14","16","0","0","0","0","0","-","-","-","22.0","13.9","161.3","1.2","-","-","-","-","-"
